ordno,itcode,itunit,itqty,itrte,itamnt,bcamnt,itemdesc,ordte,ccode,refno,clsup,tramnt,name
160004,ALUMINSHEET014 ,NOS  ,2.0,60.0,120.0,120.0,Aluminum sheets 14Ga,2016-12-12,02 ,12/12/2016                                                                                                                                            ,CR00102,120.0,
160012,ALUMINSHEET014 ,SQFT ,2.0,60.0,120.0,120.0,Aluminum sheets 14Ga,2016-12-15,02 ,                                                                                                                                                      ,CR00102,120.0,
160009,STANDING00000S ,FEET ,2000.0,0.78,1560.0,1560.0,STANDING S,2014-12-16,02 ,                                                                                                                                                      ,CR00050,1754.0,CR Coastal HVAC Supply ( Vendor )                           
160009,GASKET00000001 ,BOX  ,4.0,48.5,194.0,194.0,Gasket,2014-12-16,02 ,                                                                                                                                                      ,CR00050,1754.0,CR Coastal HVAC Supply ( Vendor )                           
160008,PNEUMATCHAMMER ,NOS  ,2.0,280.0,560.0,560.0,PNEUMATIC HAMMER,2016-12-13,02 ,12/07/2016                                                                                                                                            ,CR00171,560.0,
160010,ELECTRODEA2406 ,NOS  ,50.0,2.86,143.0,143.0,ELECTRODE A 2406,2016-12-14,02 ,                                                                                                                                                      ,CR00172,143.0,CR T. J. SNOW CO.                                           
160011,CANVASCONNECTN ,BOX  ,6.0,159.0,954.0,954.0,CANVAS CONNECTIONS,2016-12-14,02 ,                                                                                                                                                      ,CR00136,1234.16,"CR Solar Supply, Inc                                        "
160011,LINERPIN000015 ,BOX  ,4.0,44.12,176.48,176.48,"LINER PIN 1½""",2016-12-14,02 ,                                                                                                                                                      ,CR00136,1234.16,"CR Solar Supply, Inc                                        "
160011,SELFADHESVPINS ,BOX  ,6.0,17.28,103.68,103.68,"SELF ADHESIVE PINS 2""",2016-12-14,02 ,                                                                                                                                                      ,CR00136,1234.16,"CR Solar Supply, Inc                                        "
160016,SILICONEALUMIN ,NOS  ,240.0,2.38,571.2,571.2,ALUMINIUM SILICONE,2016-12-19,01 ,                                                                                                                                                      ,CR00050,571.2,CR Coastal HVAC Supply ( Vendor )                           
160017,PKGBOX00141410 ,NOS  ,500.0,1.32,660.0,660.0,BOX 14X14X10,2016-12-19,01 ,                                                                                                                                                      ,CR00002,1572.0,CR AAA Box Co                                               
160017,PKGBOX00161610 ,NOS  ,300.0,1.75,525.0,525.0,BOX 16X16X10,2016-12-19,01 ,                                                                                                                                                      ,CR00002,1572.0,CR AAA Box Co                                               
160017,PKGBOX00202012 ,NOS  ,150.0,2.58,387.0,387.0,BOX 20X20X12,2016-12-19,01 ,                                                                                                                                                      ,CR00002,1572.0,CR AAA Box Co                                               
160018,INSUL000011235 ,ROLL ,20.0,82.42,1648.4,1648.4,"INSULATION 1 ½"" X35½""",2016-12-19,01 ,                                                                                                                                                      ,CR00136,6617.2,"CR Solar Supply, Inc                                        "
160018,INSUL000011247 ,ROLL ,20.0,110.29,2205.8,2205.8,"INSULATION 1½""X47½""",2016-12-19,01 ,                                                                                                                                                      ,CR00136,6617.2,"CR Solar Supply, Inc                                        "
160018,INSUL000011259 ,ROLL ,20.0,138.15,2763.0,2763.0,"INSULATION 1½""X59½""",2016-12-19,01 ,                                                                                                                                                      ,CR00136,6617.2,"CR Solar Supply, Inc                                        "
160019,HANGERSTRAP000 ,ROLL ,71.0,0.8,56.8,56.8,HANGER STRAP,2016-12-19,02 ,                                                                                                                                                      ,CR00055,56.8,"CR Curtis Steel Company, Inc.                               "
160013,GICOIL00000030 ,LBS  ,13890.0,0.495,6875.55,6875.55,GI COIL 30 GAGE,2016-12-19,01 ,                                                                                                                                                      ,CR00112,14950.8,
160013,gicoil00000028 ,SQFT ,16650.0,0.485,8075.25,8075.25,GI COIL 28 GAGE,2016-12-19,01 ,                                                                                                                                                      ,CR00112,14950.8,
160014,SLFTAPPINGSCRW ,BOX  ,5000.0,0.018000000000000002,90.0,90.0,"5/16 SELF TAPPING SCREW  1""LONG",2016-12-19,02 ,                                                                                                                                                      ,CR00173,90.0,CR Delta Fastener Corp                                      
160015,DUCTSPIRAL0034 ,FEET ,1.0,252.0,252.0,252.0,"SPIRAL DUCT 34""",2016-12-19,02 ,                                                                                                                                                      ,CR00050,447.0,CR Coastal HVAC Supply ( Vendor )                           
160015,DUCTSPIRAL0028 ,FEET ,1.0,195.0,195.0,195.0,"SPIRAL DUCT 28""",2016-12-19,02 ,                                                                                                                                                      ,CR00050,447.0,CR Coastal HVAC Supply ( Vendor )                           
160020,FLEXDUCT9BAGS  ,NOS  ,1.0,720.5,720.5,720.5,FLEXDUCT 9 BAGS,2016-12-19,02 ,                                                                                                                                                      ,CR00062,720.5,
160021,CONICALFLANGE32,NOS  ,1.0,434.42,434.42,434.42,CONICAL FLANGE W/GASKET 32 PCS,2016-12-19,02 ,                                                                                                                                                      ,CR00050,434.42,CR Coastal HVAC Supply ( Vendor )                           
160022,LUBRICANTSPIRL ,GAL  ,10.0,33.0,330.0,330.0,SPIRAL PIPE LUBRICANT Part #214-11,2016-12-20,02 ,                                                                                                                                                      ,CR00174,330.0,
180080,ALUMINSHEET024 ,NOS  ,2.0,30.1,60.2,60.2,AluminIum sheets 24Ga,2018-03-13,02 ,                                                                                                                                                      ,CR00178,60.2,CR CL ALLOYS                                                
180081,HANGERSTR11522 ,ROLL ,50.0,53.001000000000005,2650.05,2650.05,"HANGER STRAP 1 1/2"" 22 GAUGE",2018-03-13,02 ,                                                                                                                                                      ,CR00192,2650.05,
180082,GICOIL00000018 ,LBS  ,32000.0,0.5675,18160.0,18160.0,GALVANIZED COIL 18 GAGE G90 AS PER ASTM 653,2018-03-13,02 ,                                                                                                                                                      ,CR00194,18160.0,
190193,THERMAFLXMKE08 ,NOS  ,2.0,72.5,145.0,145.0,"THERMA FLEX MK E 8"" FLEX DUCT",2019-05-24,02 ,                                                                                                                                                      ,CR00050,145.0,CR Coastal HVAC Supply ( Vendor )                           
190194,FLEXDUCTR60006 ,NOS  ,3.0,22.16,66.48,66.48,"ATCO FLEX DUCR R6 6""",2019-05-24,02 ,                                                                                                                                                      ,CR00136,1156.84,"CR Solar Supply, Inc                                        "
190194,FLEXDUCTR60008 ,NOS  ,9.0,26.45,238.05,238.05,"ATCO LFEX DUCT R6 8""",2019-05-24,02 ,                                                                                                                                                      ,CR00136,1156.84,"CR Solar Supply, Inc                                        "
190194,FLEXDUCTR60010 ,NOS  ,11.0,33.12,364.32,364.32,"ATCO FLEX DUCT R6 10""",2019-05-24,02 ,                                                                                                                                                      ,CR00136,1156.84,"CR Solar Supply, Inc                                        "
190194,FLEXDUCTR60012 ,NOS  ,7.0,41.21,288.47,288.47,"ATCO FLEX DUCR  R6 12""",2019-05-24,02 ,                                                                                                                                                      ,CR00136,1156.84,"CR Solar Supply, Inc                                        "
190194,FLEXDUCTR60014 ,NOS  ,4.0,49.88,199.52,199.52,"ATCO FLEX DUCT R6 14""",2019-05-24,02 ,                                                                                                                                                      ,CR00136,1156.84,"CR Solar Supply, Inc                                        "
190189,INSUL000011259 ,ROLL ,4.0,123.14,492.56,492.56,"INSULATION 1½""X59½""X50`",2019-05-23,02 ,                                                                                                                                                      ,CR00272,1828.74,CR Win Supply Of Houston                                    
190189,INSULATION1556 ,ROLL ,6.0,116.93,701.58,701.58,"INSULATION 1 1/2"" X 56 1/2"" X 50",2019-05-23,02 ,                                                                                                                                                      ,CR00272,1828.74,CR Win Supply Of Houston                                    
190189,INSULATION15912,ROLL ,4.0,158.65,634.6,634.6,"Insulation 1""X 59 1/2""X100",2019-05-23,02 ,                                                                                                                                                      ,CR00272,1828.74,CR Win Supply Of Houston                                    
190190,THERMAFLXMKE08 ,NOS  ,20.0,72.5,1450.0,1450.0,"THERMA FLEX MK E 8"" FLEX DUCT",2019-05-23,02 ,                                                                                                                                                      ,CR00050,1450.0,CR Coastal HVAC Supply ( Vendor )                           
190191,DUCTBOARD00112 ,Sheet,10.0,24.83,248.3,248.3,"Duct Board Ins 1 1/2""",2019-05-23,02 ,                                                                                                                                                      ,CR00136,248.3,"CR Solar Supply, Inc                                        "
190192,SSSHEETS30424G ,SHEET,7.0,90.6,634.2,634.2,STAINLESS STEEL SHEET 304 24 GAUGE,2019-05-23,02 ,                                                                                                                                                      ,CR00178,3344.6,CR CL ALLOYS                                                
190192,ALUMINSHEET016 ,NOS  ,28.0,96.8,2710.4,2710.4,Aluminum sheets 16Ga,2019-05-23,02 ,                                                                                                                                                      ,CR00178,3344.6,CR CL ALLOYS                                                
180162,GENERALITEM0000,NOS  ,5.0,16.824,84.12,84.12,General Item,2018-04-24,02 ,                                                                                                                                                      ,CR00189,84.12,CR Rose Steel                                               
160023,JFLANGE0000001 ,FT   ,1500.0,0.595,892.5,892.5,J FLANGE,2016-12-22,02 ,                                                                                                                                                      ,CR00050,892.5,CR Coastal HVAC Supply ( Vendor )                           
160024,PAPERTAPE00003 ,BOX  ,6.0,54.5,327.0,327.0,"REINFORCED PAPER TAPE 3""",2016-12-22,03 ,                                                                                                                                                      ,CR00134,845.3,CR Seven Star Packaging                                     
160024,STRETCHFILM001 ,ROLL ,6.0,46.5,279.0,279.0,STRECH FILM,2016-12-22,03 ,                                                                                                                                                      ,CR00134,845.3,CR Seven Star Packaging                                     
160024,POLYSTRAPPING1 ,ROLL ,2.0,61.9,123.8,123.8,POLY STRAPPING 3/8,2016-12-22,03 ,                                                                                                                                                      ,CR00134,845.3,CR Seven Star Packaging                                     
160024,STEELBANDING01 ,ROLL ,1.0,115.5,115.5,115.5,"STEEL BANDING .5""",2016-12-22,03 ,                                                                                                                                                      ,CR00134,845.3,CR Seven Star Packaging                                     
160025,DBLPALMGLOVE01 ,DZN  ,12.0,23.0,276.0,276.0,DOUBLE PALM LEATHER GLOVE LARGE,2016-12-22,03 ,                                                                                                                                                      ,CR00175,552.0,
160025,DBLPALMGLOVE02 ,DZN  ,12.0,23.0,276.0,276.0,DOUBLE PALM LEATHER GLOVE SMALL,2016-12-22,03 ,                                                                                                                                                      ,CR00175,552.0,
160026,HANGERSTRAP000 ,ROLL ,800.0,0.8,640.0,640.0,HANGER STRAP,2016-12-28,02 ,                                                                                                                                                      ,CR00055,640.0,"CR Curtis Steel Company, Inc.                               "
160027,INSULATION0100 ,ROLL ,14.0,185.13,2591.82,2591.82,"Insulation 1""X 59½"" X 100`",2016-12-28,02 ,                                                                                                                                                      ,CR00136,3134.63,"CR Solar Supply, Inc                                        "
160027,GLUEWATERBASE1 ,NOS  ,1.0,542.81,542.81,542.81,GLUE WATER BASED 50 GAL,2016-12-28,02 ,                                                                                                                                                      ,CR00136,3134.63,"CR Solar Supply, Inc                                        "
160028,SPININ6INWBODM ,NOS  ,40.0,6.88,275.2,275.2,"6"" SPIN IN COLLAR W/ BUILD OUT & DMP",2016-12-28,02 ,                                                                                                                                                      ,CR00050,1145.25,CR Coastal HVAC Supply ( Vendor )                           
160028,SPININ8INWBODM ,NOS  ,24.0,7.86,188.64,188.64,"8"" SPIN IN COLLAR W/ BUILD OUT & DMP",2016-12-28,02 ,                                                                                                                                                      ,CR00050,1145.25,CR Coastal HVAC Supply ( Vendor )                           
160028,SPININ10INWBOD ,NOS  ,11.0,8.86,97.46,97.46,"10"" SPIN IN COLLAR W/ BUILD OUT & DMP",2016-12-28,02 ,                                                                                                                                                      ,CR00050,1145.25,CR Coastal HVAC Supply ( Vendor )                           
160029,PLASMAPRO35100 ,NOS  ,1.0,39500.0,39500.0,39500.0,PLASMA & LINER CUTTING,2016-12-29,   ,                                                                                                                                                      ,CR00130,55000.0,
160029,POWERFLODER005 ,NOS  ,1.0,15500.0,15500.0,15500.0,POWER FLODER 5FT,2016-12-29,   ,                                                                                                                                                      ,CR00130,55000.0,
180159,INSULATION0200 ,ROLL ,10.0,187.6,1876.0,1876.0,"Insulation 2"" X 59.5"" X 50`",2018-04-23,02 ,                                                                                                                                                      ,CR00136,1876.0,"CR Solar Supply, Inc                                        "
180160,GENERALITEM0000,NOS  ,56.0,10.36,580.16,580.16,General Item,2018-04-23,02 ,                                                                                                                                                      ,CR00050,11248.65,CR Coastal HVAC Supply ( Vendor )                           
180160,GENERALITEM0000,NOS  ,210.0,16.74,3515.4,3515.4,General Item,2018-04-23,02 ,                                                                                                                                                      ,CR00050,11248.65,CR Coastal HVAC Supply ( Vendor )                           
180160,GENERALITEM0000,NOS  ,44.0,23.65,1040.6,1040.6,General Item,2018-04-23,02 ,                                                                                                                                                      ,CR00050,11248.65,CR Coastal HVAC Supply ( Vendor )                           
180160,GENERALITEM0000,NOS  ,47.0,29.59,1390.73,1390.73,General Item,2018-04-23,02 ,                                                                                                                                                      ,CR00050,11248.65,CR Coastal HVAC Supply ( Vendor )                           
180160,GENERALITEM0000,NOS  ,17.0,50.25,854.25,854.25,General Item,2018-04-23,02 ,                                                                                                                                                      ,CR00050,11248.65,CR Coastal HVAC Supply ( Vendor )                           
180160,GENERALITEM0000,NOS  ,37.0,65.09,2408.33,2408.33,General Item,2018-04-23,02 ,                                                                                                                                                      ,CR00050,11248.65,CR Coastal HVAC Supply ( Vendor )                           
180160,GENERALITEM0000,NOS  ,24.0,9.46,227.04,227.04,General Item,2018-04-23,02 ,                                                                                                                                                      ,CR00050,11248.65,CR Coastal HVAC Supply ( Vendor )                           
160028,SPININ12INWBOD ,NOS  ,24.0,9.3923,225.41400000000002,225.41,"12"" SPIN IN COLLAR W/ BUILD OUT & DMP",2016-12-28,02 ,                                                                                                                                                      ,CR00050,1145.25,CR Coastal HVAC Supply ( Vendor )                           
160028,DUCTSEALER1GAL ,BOX  ,40.0,8.9634,358.536,358.54,DUCT SEALER 1 GAL CAN,2016-12-28,02 ,                                                                                                                                                      ,CR00050,1145.25,CR Coastal HVAC Supply ( Vendor )                           
160030,DUCTWRAPR60000 ,NOS  ,5.0,58.35,291.75,291.75,"DUCT WRAP R6 2.3""X48X75",2016-12-30,02 ,                                                                                                                                                      ,CR00136,959.75,"CR Solar Supply, Inc                                        "
160030,FSKTAPE0000001 ,BOX  ,80.0,8.35,668.0,668.0,FSK TAPE 3X50,2016-12-30,02 ,                                                                                                                                                      ,CR00136,959.75,"CR Solar Supply, Inc                                        "
170009,GICOIL00000022 ,LBS  ,8750.0,0.45299999999999996,3963.75,3963.75,GI COIL 22 GAGE,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170009,GICOIL00000020 ,LBS  ,9230.0,0.4525,4176.575,4176.58,GI COIL 20 GAGE,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170009,GICOIL00000018 ,LBS  ,8000.0,0.436,3488.0,3488.0,GI COIL 18 GAGE,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170001,BRUSH200000001 ,NOS  ,120.0,0.37,44.4,44.4,"BRUSH 2""",2017-01-03,01 ,                                                                                                                                                      ,CR00136,44.4,"CR Solar Supply, Inc                                        "
170002,BANDSAWBLADE01 ,ROLL ,8.0,93.0,744.0,744.0,BANDSAW BLADE 100`,2017-01-03,01 ,                                                                                                                                                      ,CR00072,744.0,CR Groves Industrial Supply                                 
170004,DAVIDCEPEDA001 ,NOS  ,1.0,3368.0,3368.0,3368.0,MACHINE REPAIR,2017-01-05,03 ,                                                                                                                                                      ,CR00057,3368.0,
170005,GICOIL00000026 ,LBS  ,5040.0,0.49,2469.6,2469.6,GI COIL 26 GAGE,2017-01-05,02 ,                                                                                                                                                      ,CR00010,2469.6,
170006,GISLIT30GACOIL ,LBS  ,15486.0,0.375,5807.25,5807.25,"GI SLIT COIL 30 GA 6.688""",2017-01-05,01 ,                                                                                                                                                      ,CR00010,23311.95,
170006,GICOIL00000030 ,LBS  ,9185.0,0.498,4574.13,4574.13,GI COIL 30 GAGE,2017-01-05,01 ,                                                                                                                                                      ,CR00010,23311.95,
170006,GICOIL00000030 ,LBS  ,8745.0,0.498,4355.01,4355.01,GI COIL 30 GAGE,2017-01-05,01 ,                                                                                                                                                      ,CR00010,23311.95,
170006,GICOIL00000030 ,LBS  ,8625.0,0.498,4295.25,4295.25,GI COIL 30 GAGE,2017-01-05,01 ,                                                                                                                                                      ,CR00010,23311.95,
170006,GICOIL00000030 ,LBS  ,8595.0,0.498,4280.31,4280.31,GI COIL 30 GAGE,2017-01-05,01 ,                                                                                                                                                      ,CR00010,23311.95,
170007,BLACKSTEEL0016 ,NOS  ,30.0,57.5,1725.0,1725.0,Black steelsheets 16Ga,2017-01-06,02 ,                                                                                                                                                      ,CR00055,4365.0,"CR Curtis Steel Company, Inc.                               "
170007,GASLIT53940026 ,LBS  ,3000.0,0.62,1860.0,1860.0,"GALVANNEAL 26GA X 5.394""",2017-01-06,02 ,                                                                                                                                                      ,CR00055,4365.0,"CR Curtis Steel Company, Inc.                               "
170007,HANGERSTRAP000 ,ROLL ,1000.0,0.78,780.0,780.0,HANGER STRAP,2017-01-06,02 ,                                                                                                                                                      ,CR00055,4365.0,"CR Curtis Steel Company, Inc.                               "
170008,GICOIL00000028 ,LBS  ,34000.0,0.485,16490.0,16490.0,GI COIL 28 GAGE,2017-01-06,01 ,                                                                                                                                                      ,CR00112,16490.0,
170009,GICOIL00000024 ,LBS  ,24000.0,0.48,11520.0,11520.0,GI COIL 24 GAGE,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170010,SPININ6INWBODM ,NOS  ,50.0,6.88,344.0,344.0,"6"" SPIN IN COLLAR W/ BUILD OUT & DMP",2017-01-09,02 ,                                                                                                                                                      ,CR00050,2106.991,CR Coastal HVAC Supply ( Vendor )                           
170010,SPININ8INWBODM ,NOS  ,30.0,7.86,235.8,235.8,"8"" SPIN IN COLLAR W/ BUILD OUT & DMP",2017-01-09,02 ,                                                                                                                                                      ,CR00050,2106.991,CR Coastal HVAC Supply ( Vendor )                           
170010,SPININ10INWBOD ,NOS  ,50.0,8.86,443.0,443.0,"10"" SPIN IN COLLAR W/ BUILD OUT & DMP",2017-01-09,02 ,                                                                                                                                                      ,CR00050,2106.991,CR Coastal HVAC Supply ( Vendor )                           
170010,SPININ12INWBOD ,NOS  ,20.0,9.3925,187.85,187.85,"12"" SPIN IN COLLAR W/ BUILD OUT & DMP",2017-01-09,02 ,                                                                                                                                                      ,CR00050,2106.991,CR Coastal HVAC Supply ( Vendor )                           
170009,GISHEET00016GA ,NOS  ,35.0,53.25,1863.75,1863.75,GI SHEET 16GA 4` X 8`,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170009,GISLIT53940026 ,LBS  ,2630.0,0.512,1346.56,1346.56,Gi Slit coil 26 ga,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170009,GISLIT53940024 ,LBS  ,4380.0,0.484,2119.92,2119.92,Gi Slit coil 24 ga,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170009,GISLIT53940022 ,LBS  ,2800.0,0.47100000000000003,1318.8,1318.8,Gi Slit coil 22 ga,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170009,GISLIT53940020 ,LBS  ,2400.0,0.4625,1110.0,1110.0,Gislit coil 20 ga,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170009,GISLIT53940018 ,LBS  ,2200.0,0.4685,1030.7,1030.7,Gislit coil 18 ga,2017-01-06,02 ,                                                                                                                                                      ,CR00118,31938.055,
170010,DUCTSEALER1GAL ,BOX  ,100.0,8.9634,896.341,896.34,DUCT SEALER 1 GAL CAN,2017-01-09,02 ,                                                                                                                                                      ,CR00050,2106.991,CR Coastal HVAC Supply ( Vendor )                           
170011,SELFADHESVPINS ,BOX  ,20.0,18.14,362.8,362.8,"SELF ADHESIVE PINS 2""",2017-01-09,02 ,                                                                                                                                                      ,CR00136,362.8,"CR Solar Supply, Inc                                        "
170012,SPRAYGUN210100 ,NOS  ,2.0,305.865,611.73,611.73,BINKS SPRAY GUN 2101 63BSS-66SD3,2017-01-09,01 ,                                                                                                                                                      ,CR00093,611.73,CR LM Spray Equipment                                       
170013,SPININ6INWBODM ,NOS  ,1.0,6.88,6.88,6.88,"6"" SPIN IN COLLAR W/ BUILD OUT & DMP",2017-01-09,02 ,                                                                                                                                                      ,CR00050,193.66,CR Coastal HVAC Supply ( Vendor )                           
170013,SPININ8INWBODM ,NOS  ,17.0,7.86,133.62,133.62,"8"" SPIN IN COLLAR W/ BUILD OUT & DMP",2017-01-09,02 ,                                                                                                                                                      ,CR00050,193.66,CR Coastal HVAC Supply ( Vendor )                           
170013,SPININ10INWBOD ,NOS  ,6.0,8.86,53.16,53.16,"10"" SPIN IN COLLAR W/ BUILD OUT & DMP",2017-01-09,02 ,                                                                                                                                                      ,CR00050,193.66,CR Coastal HVAC Supply ( Vendor )                           
170014,INSUL000011235 ,ROLL ,60.0,82.55,4953.0,4953.0,"INSULATION 1 ½"" X35½""",2017-01-09,03 ,                                                                                                                                                      ,CR00136,25375.56,"CR Solar Supply, Inc                                        "
170014,INSUL000011247 ,ROLL ,60.0,110.46,6627.6,6627.6,"INSULATION 1½""X47½""",2017-01-09,03 ,                                                                                                                                                      ,CR00136,25375.56,"CR Solar Supply, Inc                                        "
170014,INSUL000011259 ,ROLL ,60.0,138.38,8302.8,8302.8,"INSULATION 1½""X59½""",2017-01-09,03 ,                                                                                                                                                      ,CR00136,25375.56,"CR Solar Supply, Inc                                        "
190162,INSUL000011235 ,ROLL ,80.0,82.55,6604.0,6604.0,"INSULATION1 1½""X35 ½""X50`",2019-05-01,01 ,                                                                                                                                                      ,CR00136,19615.95,"CR Solar Supply, Inc                                        "
190155,INSUL000011235 ,ROLL ,20.0,82.55,1651.0,1651.0,"INSULATION1 1½""X35 ½""X50`",2019-04-18,01 ,                                                                                                                                                      ,CR00136,1651.0,"CR Solar Supply, Inc                                        "
170018,CONTPLATEUPPER ,NOS  ,4.0,55.35,221.4,221.4,CONTACT PLATE UPPER FOR PIN SPOTTER #17189,2017-01-13,   ,                                                                                                                                                      ,CR00136,1709.14,"CR Solar Supply, Inc                                        "
170019,TURNINGVAN00200,FEET ,500.0,0.84,420.0,420.0,"Turning van 2""",2017-01-13,02 ,                                                                                                                                                      ,CR00050,420.0,CR Coastal HVAC Supply ( Vendor )                           
170014,INSULATION0100 ,ROLL ,16.0,185.13,2962.08,2962.08,"Insulation 1""X 59½"" X 100`",2017-01-09,03 ,                                                                                                                                                      ,CR00136,25375.56,"CR Solar Supply, Inc                                        "
170014,SPIRACOUSTIC01 ,ROLL ,48.0,52.71,2530.08,2530.08,1X48X120 SPIRACOUSTIC VSD,2017-01-09,03 ,                                                                                                                                                      ,CR00136,25375.56,"CR Solar Supply, Inc                                        "
170015,SPCOFLGK000008 ,NOS  ,13.0,9.02,117.26,117.26,"FLANGED SPIN IN W/BO 8""",2017-01-09,02 ,                                                                                                                                                      ,CR00050,200.209,CR Coastal HVAC Supply ( Vendor )                           
170015,SPCOFLGK000012 ,NOS  ,3.0,12.4025,37.207,37.21,FLANGED SPIN IN W/BO 12,2017-01-09,02 ,                                                                                                                                                      ,CR00050,200.209,CR Coastal HVAC Supply ( Vendor )                           
170015,SPCOFLGK000014 ,NOS  ,3.0,15.2475,45.742,45.74,"FLANGED SPIN IN W/BO 14""",2017-01-09,02 ,                                                                                                                                                      ,CR00050,200.209,CR Coastal HVAC Supply ( Vendor )                           
170016,SSSHEETS031624 ,SQFT ,40.0,2.425,97.0,97.0,SS sheets 316 24Ga,2017-01-10,02 ,                                                                                                                                                      ,CR00178,97.0,CR CL ALLOYS                                                
170017,PKGBOX00281836 ,NOS  ,1500.0,2.519,3778.5,3778.5,BOX 28X18X36,2017-01-11,01 ,                                                                                                                                                      ,CR00120,3778.5,
170020,STANDING00000S ,FEET ,1000.0,0.7759,775.92,775.92,STANDING S,2017-01-16,   ,                                                                                                                                                      ,CR00050,775.92,CR Coastal HVAC Supply ( Vendor )                           
170028,GICOIL00000022 ,LBS  ,16000.0,0.47600000000000003,7616.0,7616.0,GI COIL 22 GAGE,2017-01-23,03 ,                                                                                                                                                      ,CR00118,62272.0,
170018,LINERPIN000010 ,BOX  ,2.0,144.29,288.58,288.58,"LINER PIN 1""",2017-01-13,   ,                                                                                                                                                      ,CR00136,1709.14,"CR Solar Supply, Inc                                        "
170018,LINERPIN000015 ,BOX  ,8.0,122.22,977.76,977.76,"LINER PIN 1½""",2017-01-13,   ,                                                                                                                                                      ,CR00136,1709.14,"CR Solar Supply, Inc                                        "
170018,CONTPLATELOWER ,NOS  ,4.0,55.35,221.4,221.4,CONTACT PLATE LOWER FOR PIN SPOTTER #17190,2017-01-13,   ,                                                                                                                                                      ,CR00136,1709.14,"CR Solar Supply, Inc                                        "
170028,GICOIL00000024 ,LBS  ,34000.0,0.496,16864.0,16864.0,GI COIL 24 GAGE,2017-01-23,03 ,                                                                                                                                                      ,CR00118,62272.0,
170021,SPCOFLGK000010 ,NOS  ,4.0,11.01,44.04,44.04,"FLANGED SPIN IN W/BO & GASKET 10""",2017-01-17,02 ,                                                                                                                                                      ,CR00050,840.515,CR Coastal HVAC Supply ( Vendor )                           
170021,JFLNGCORNER000 ,BOX  ,1250.0,0.6372,796.475,796.48,J FLANGE CORNER W/NOT&BOLT,2017-01-17,02 ,                                                                                                                                                      ,CR00050,840.515,CR Coastal HVAC Supply ( Vendor )                           
190100,FLEXDUCTR60006 ,NOS  ,4.0,22.16,88.64,88.64,"ATCO FLEX DUCR R6 6""",2019-03-11,02 ,                                                                                                                                                      ,CR00136,1834.57,"CR Solar Supply, Inc                                        "
190100,FLEXDUCTR60008 ,NOS  ,61.0,26.45,1613.45,1613.45,"ATCO LFEX DUCT R6 8""",2019-03-11,02 ,                                                                                                                                                      ,CR00136,1834.57,"CR Solar Supply, Inc                                        "
190100,FLEXDUCTR60010 ,NOS  ,4.0,33.12,132.48,132.48,"ATCO FLEX DUCT R6 10""",2019-03-11,02 ,                                                                                                                                                      ,CR00136,1834.57,"CR Solar Supply, Inc                                        "
190101,20GAPAINTGRIPS ,SHEET,10.0,44.93,449.3,449.3,20 GAUGE PAINT GRIP GALVANEAL SHEET,2019-03-11,02 ,                                                                                                                                                      ,CR00055,449.3,"CR Curtis Steel Company, Inc.                               "
190102,GICOIL00000020 ,LBS  ,25500.0,0.5195,13247.25,13247.25,GALVANIZED COIL 20 GAGE  G90 AS PER ASTM 653,2019-03-11,02 ,                                                                                                                                                      ,CR00055,13247.25,"CR Curtis Steel Company, Inc.                               "
190103,SSBANDSFOR16INR,BOX  ,20.0,150.0,3000.0,3000.0,"SS BANDS FOR 16"" ROUND",2019-03-11,02 ,                                                                                                                                                      ,CR00050,3000.0,CR Coastal HVAC Supply ( Vendor )                           
180265,PRESSONTAPWD08 ,NOS  ,12.0,8.0,96.0,96.0,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 8""",2018-06-01,02 ,                                                                                                                                                      ,CR00192,96.0,
180266,FLEXMSTER1MR608,NOS  ,2.0,72.495,144.99,144.99,"8"" FLEXMASTER 1M R6",2018-06-01,02 ,                                                                                                                                                      ,CR00050,144.99,CR Coastal HVAC Supply ( Vendor )                           
180267,CONICNDFLATAP06,NOS  ,2.0,4.96,9.92,9.92,"6"" CONICAL FLANGE TAP W/O DAMPER",2018-06-01,02 ,                                                                                                                                                      ,CR00050,240.16,CR Coastal HVAC Supply ( Vendor )                           
180267,CONICNDFLATAP08,NOS  ,4.0,6.21,24.84,24.84,"8"" CONICAL FLANGE TAP W/O DAMPER",2018-06-01,02 ,                                                                                                                                                      ,CR00050,240.16,CR Coastal HVAC Supply ( Vendor )                           
180267,CONICNDFLATAP10,NOS  ,3.0,7.73,23.19,23.19,"10"" CONICAL FLANGE TAP W/O DAMPER",2018-06-01,02 ,                                                                                                                                                      ,CR00050,240.16,CR Coastal HVAC Supply ( Vendor )                           
