ordno,itcode,itunit,itqty,itrte,itamnt,bcamnt,itemdesc,ordte,ccode,refno,clsup,tramnt,name
190265,INSULATION15912,ROLL ,6.0,158.64,951.84,951.84,"Insulation 1""X 59 1/2""X100",2019-07-23,02 ,                                                                                                                                                      ,CR00272,2994.82,CR Win Supply Of Houston                                    
190265,INSULATION00101,ROLL ,4.0,150.64,602.56,602.56,"Insulation 1"" X 56.5"" X 100`",2019-07-23,02 ,                                                                                                                                                      ,CR00272,2994.82,CR Win Supply Of Houston                                    
190266,GICOIL00000018 ,LBS  ,8530.0,0.517,4410.01,4410.01,GALVANIZED COIL 18 GAGE G90 AS PER ASTM 653,2019-07-24,02 ,                                                                                                                                                      ,CR00311,13579.81,
190266,GICOIL00000020 ,LBS  ,17400.0,0.527,9169.8,9169.8,GALVANIZED COIL 20 GAGE  G90 AS PER ASTM 653,2019-07-24,02 ,                                                                                                                                                      ,CR00311,13579.81,
190217,PRESSONTAPWD06 ,NOS  ,50.0,7.68,384.0,384.0,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 6""",2019-06-11,02 ,                                                                                                                                                      ,CR00272,1191.5,CR Win Supply Of Houston                                    
190217,PRESSONTAPWD08 ,NOS  ,50.0,7.4,370.0,370.0,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 8""",2019-06-11,02 ,                                                                                                                                                      ,CR00272,1191.5,CR Win Supply Of Houston                                    
190217,PRESSONTAPWD10 ,NOS  ,50.0,8.75,437.5,437.5,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 10""",2019-06-11,02 ,                                                                                                                                                      ,CR00272,1191.5,CR Win Supply Of Houston                                    
190218,LINERPIN000001 ,BOX  ,10.0,198.0,1980.0,1980.0,"1"" Duro Dyne Liner Pins",2019-06-12,02 ,                                                                                                                                                      ,CR00272,1980.0,CR Win Supply Of Houston                                    
190219,TURNINGVAN00200,FEET ,200.0,0.604,120.8,120.8,"Turning van 2""",2019-06-12,02 ,                                                                                                                                                      ,CR00272,120.8,CR Win Supply Of Houston                                    
190220,GLUEALCOHOL001 ,NOS  ,2.0,485.29,970.58,970.58,ALCOHOL BASED GLUE 55GAL DRUM,2019-06-13,02 ,                                                                                                                                                      ,CR00136,1540.53,"CR Solar Supply, Inc                                        "
190220,GLUEWATERBASE1 ,NOS  ,1.0,569.95,569.95,569.95,Roto-Tack Adhesive  50 gal Glue,2019-06-13,02 ,                                                                                                                                                      ,CR00136,1540.53,"CR Solar Supply, Inc                                        "
190221,GICOIL00000028 ,LBS  ,25000.0,0.494,12350.0,12350.0,GALVANIZED COIL 28 GAUGE 0.0145 G30 AS PER ASTM 653,2019-06-13,01 ,                                                                                                                                                      ,CR00118,12350.0,
180293,CONTPLATELOWER ,NOS  ,5.0,65.0,325.0,325.0,CONTACT PLATE LOWER FOR PIN SPOTTER #17190,2018-06-08,02 ,                                                                                                                                                      ,CR00050,693.0,CR Coastal HVAC Supply ( Vendor )                           
180294,030CARBONSPOOL ,LBS  ,20.0,1.45,29.0,29.0,CARBON SPOOL 030,2018-06-08,02 ,                                                                                                                                                      ,CR00020,29.0,"CR Airgas USA, LLC.                                         "
180295,BLUEWRAPPLASTI ,NOS  ,400.0,12.0,4800.0,4800.0,BLUE WRAP PLASTIC,2018-06-08,02 ,                                                                                                                                                      ,CR00217,4800.0,
180293,BOTWELDTIPASSM ,NOS  ,3.0,50.0,150.0,150.0,LOWER WELD TIP ASSEMBLY PART#17192,2018-06-08,02 ,                                                                                                                                                      ,CR00050,693.0,CR Coastal HVAC Supply ( Vendor )                           
180293,TOPWELDTIPASSM ,NOS  ,1.0,88.0,88.0,88.0,UPPER WELD TIP ASSEMBLY PART#17191,2018-06-08,02 ,                                                                                                                                                      ,CR00050,693.0,CR Coastal HVAC Supply ( Vendor )                           
180293,CONTPLATEUPPER ,NOS  ,2.0,65.0,130.0,130.0,CONTACT PLATE UPPER FOR PIN SPOTTER #17189,2018-06-08,02 ,                                                                                                                                                      ,CR00050,693.0,CR Coastal HVAC Supply ( Vendor )                           
180282,FLEXMSTER1MR616,NOS  ,3.0,143.70666,431.12,431.12,"16"" FLEXMASTER 1M R6",2018-06-06,02 ,                                                                                                                                                      ,CR00050,1354.77,CR Coastal HVAC Supply ( Vendor )                           
180283,PRESSONTAPWD06 ,NOS  ,4.0,8.8,35.2,35.2,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 6""",2018-06-06,02 ,                                                                                                                                                      ,CR00192,153.18,
180283,PRESSONTAPWD08 ,NOS  ,4.0,8.69,34.76,34.76,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 8""",2018-06-06,02 ,                                                                                                                                                      ,CR00192,153.18,
180283,PRESSONTAPWD10 ,NOS  ,6.0,9.99,59.94,59.94,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 10""",2018-06-06,02 ,                                                                                                                                                      ,CR00192,153.18,
180283,PRESSONTAPWD12 ,NOS  ,2.0,11.64,23.28,23.28,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 12""",2018-06-06,02 ,                                                                                                                                                      ,CR00192,153.18,
180284,CONICNDFLATAP06,NOS  ,3.0,4.96,14.88,14.88,"6"" CONICAL FLANGE TAP W/O DAMPER",2018-06-06,02 ,                                                                                                                                                      ,CR00050,203.57,CR Coastal HVAC Supply ( Vendor )                           
180284,CONICNDFLATAP08,NOS  ,7.0,6.21,43.47,43.47,"8"" CONICAL FLANGE TAP W/O DAMPER",2018-06-06,02 ,                                                                                                                                                      ,CR00050,203.57,CR Coastal HVAC Supply ( Vendor )                           
180284,CONICNDFLATAP10,NOS  ,9.0,7.73,69.57,69.57,"10"" CONICAL FLANGE TAP W/O DAMPER",2018-06-06,02 ,                                                                                                                                                      ,CR00050,203.57,CR Coastal HVAC Supply ( Vendor )                           
180284,CONICNDFLATAP12,NOS  ,7.0,9.23,64.61,64.61,"12"" CONICAL FLANGE TAP W/O DAMPER",2018-06-06,02 ,                                                                                                                                                      ,CR00050,203.57,CR Coastal HVAC Supply ( Vendor )                           
180284,CONICNDFLATAP14,NOS  ,1.0,11.04,11.04,11.04,"14"" CONICAL FLANGE TAP W/O DAMPER",2018-06-06,02 ,                                                                                                                                                      ,CR00050,203.57,CR Coastal HVAC Supply ( Vendor )                           
180285,LINERPIN0000034,BOX  ,10.0,179.19,1791.9,1791.9,"3/4"" LINER PINS",2018-06-06,02 ,                                                                                                                                                      ,CR00136,3308.4,"CR Solar Supply, Inc                                        "
180285,LINERPIN000015 ,BOX  ,10.0,151.65,1516.5,1516.5,"LINER PIN 1½""  FTC118",2018-06-06,02 ,                                                                                                                                                      ,CR00136,3308.4,"CR Solar Supply, Inc                                        "
180286,COLDGAL7585838 ,BOX  ,6.0,5.28,31.68,31.68,Rust-oleum Cold Galv,2018-06-06,02 ,                                                                                                                                                      ,CR00184,31.68,CR HOME DEPOT                                               
180287,BLACKSPRAYPAINT,NOS  ,36.0,3.98889,143.6,143.6,Black Spray Piant,2018-06-06,02 ,                                                                                                                                                      ,CR00184,143.6,CR HOME DEPOT                                               
180288,SPRAYADHESIVE1 ,NOS  ,36.0,4.3,154.8,154.8,SPRAY ADHESIVE CAN,2018-06-06,02 ,                                                                                                                                                      ,CR00050,154.8,CR Coastal HVAC Supply ( Vendor )                           
180453,LUBRICANTSPIRL ,NOS  ,4.0,175.0,700.0,700.0,SPIRAL PIPE LUBRICANT 5 GAL EACH,2018-09-04,02 ,                                                                                                                                                      ,CR00176,700.0,CR Spiral Tech Inc                                          
180454,GLUEALCOHOL001 ,NOS  ,2.0,485.29,970.58,970.58,ALCOHOL BASED GLUE 55GAL DRUM,2018-09-04,02 ,                                                                                                                                                      ,CR00136,970.58,"CR Solar Supply, Inc                                        "
180500,LINERPIN000015 ,BOX  ,5.0,158.91,794.55,794.55,"LINER PIN 1½""  FTC150",2018-10-04,02 ,                                                                                                                                                      ,CR00136,794.55,"CR Solar Supply, Inc                                        "
180501,YELLOWSPAYPAINT,NOS  ,6.0,3.97,23.82,23.82,Yellow Spay Paint,2018-10-04,02 ,                                                                                                                                                      ,CR00184,23.82,CR HOME DEPOT                                               
180502,CWHEEL64000806 ,NOS  ,100.0,1.69,169.0,169.0,Cut-off wheel Type 1,2018-10-04,02 ,                                                                                                                                                      ,CR00184,169.0,CR HOME DEPOT                                               
180504,JFLNGCORNER000 ,BOX  ,20.0,99.9,1998.0,1998.0,J FLANGE CORNER W / NUT & BOLT,2018-10-09,02 ,                                                                                                                                                      ,CR00272,1998.0,CR Win Supply Of Houston                                    
180505,GBSTPIS00268616,NOS  ,1.0,82.55,82.55,82.55,GRILL BOX SADDLE TAP INSULATED 26X8X6X16,2018-10-09,02 ,                                                                                                                                                      ,CR00050,82.55,CR Coastal HVAC Supply ( Vendor )                           
180455,16GA304SS      ,NOS  ,18.0,207.9,3742.2,3742.2,SS SHEETS 304 16GA,2018-09-04,02 ,                                                                                                                                                      ,CR00178,3742.2,CR CL ALLOYS                                                
180456,INSULATION0200 ,ROLL ,5.0,187.6,938.0,938.0,"Insulation 2"" X 59.5"" X 50`",2018-09-04,02 ,                                                                                                                                                      ,CR00136,1847.85,"CR Solar Supply, Inc                                        "
180456,INSULATION0256 ,ROLLS,5.0,181.97,909.85,909.85,"INSULATION 2"" X 56.5"" X 50",2018-09-04,02 ,                                                                                                                                                      ,CR00136,1847.85,"CR Solar Supply, Inc                                        "
180457,RIVETANVILA104 ,NOS  ,4.0,40.7,162.8,162.8,RIVET ANVIL  A-104,2018-09-04,01 ,                                                                                                                                                      ,CR00047,162.8,CR Chicago Rivet & Machine Co.                              
180458,ACETONE0000000 ,NOS  ,2.0,63.44,126.88,126.88,ACETONE 5 GAL PAIL,2018-09-05,02 ,                                                                                                                                                      ,CR00258,126.88,CR Sherwin Willams                                          
170449,STICKYPIN26070 ,BOX  ,3.0,100.04,300.12,300.12,Duro  Dyne Sticky pins SAH200,2017-11-08,02 ,                                                                                                                                                      ,CR00040,696.42,"CR Cain Manufacturing Co.,Inc.                              "
170449,U-BOLTFASTENER1,BOX  ,30.0,13.21,396.3,396.3,U-BOLT FASTENERS,2017-11-08,02 ,                                                                                                                                                      ,CR00040,696.42,"CR Cain Manufacturing Co.,Inc.                              "
170450,RIVET000000002 ,NOS  ,500000.0,0.00296,1480.0,1480.0,SELF PIERCING RIVET 1/8X5/32X7/32,2017-11-08,01 ,                                                                                                                                                      ,CR00073,1480.0,CR Hanson Rivet & Supply Co.                                
170451,SSBANDSFOR16INR,BOX  ,18.0,185.0,3330.0,3330.0,"SS BANDS FOR 16"" ROUND",2017-11-08,02 ,                                                                                                                                                      ,CR00050,3330.0,CR Coastal HVAC Supply ( Vendor )                           
170452,CONDUTE0000012 ,FEET ,1000.0,0.3363,336.3,336.3,"GALV CONDUIT 1/2"" EMT",2017-11-09,02 ,                                                                                                                                                      ,CR00199,336.3,CR City Electric Supply Houston                             
170453,CONDUTE0000012 ,FEET ,1000.0,0.3363,336.3,336.3,"GALV CONDUIT 1/2"" EMT",2017-11-10,02 ,                                                                                                                                                      ,CR00199,336.3,CR City Electric Supply Houston                             
170454,GICOIL00000018 ,LBS  ,25000.0,0.4565,11412.5,11412.5,GALVANIZED COIL 18 GAGE G90 AS PER ASTM 653,2017-11-10,02 ,                                                                                                                                                      ,CR00118,53150.0,
170454,GICOIL00000020 ,LBS  ,45000.0,0.4595,20677.5,20677.5,GALVANIZED COIL 20 GAGE  G90 AS PER ASTM 653,2017-11-10,02 ,                                                                                                                                                      ,CR00118,53150.0,
170454,GICOIL00000022 ,LBS  ,45000.0,0.46799999999999997,21060.0,21060.0,GALVANIZED COIL 22 GAGE G90 AS PER ASTM 653,2017-11-10,02 ,                                                                                                                                                      ,CR00118,53150.0,
170456,PKGBOX00161610 ,NOS  ,500.0,0.92,460.0,460.0,BOX 16X16X10,2017-11-13,01 ,                                                                                                                                                      ,CR00217,1024.0,
170456,PKGBOX00202012 ,NOS  ,150.0,1.56,234.0,234.0,BOX 20X20X12,2017-11-13,01 ,                                                                                                                                                      ,CR00217,1024.0,
170456,DENIMAPRON0000 ,NOS  ,24.0,3.75,90.0,90.0,DENIM APRON BLUE 36IN NO 1N874,2017-11-13,01 ,                                                                                                                                                      ,CR00217,1024.0,
170457,PKGBOX00281836 ,NOS  ,3500.0,1.94,6790.0,6790.0,BOX 28X18X36,2017-11-13,01 ,                                                                                                                                                      ,CR00203,6790.0,
170458,SAWD140125A01F ,NOS  ,5.0,7.1,35.5,35.5,Diablo Chop Saw Blade,2017-11-13,02 ,                                                                                                                                                      ,CR00184,35.5,CR HOME DEPOT                                               
170398,22GAPAINTGRIP00,LBS  ,7500.0,0.59,4425.0,4425.0,"22GA PAINT GRIP 60"" WIDE",2017-10-03,02 ,                                                                                                                                                      ,CR00055,4425.0,"CR Curtis Steel Company, Inc.                               "
170399,24GAPAINTGRIP00,LBS  ,7500.0,0.545,4087.5,4087.5,"24GA PAINT GRIP 60"" WIDE",2017-10-03,02 ,                                                                                                                                                      ,CR00118,7612.5,
170399,GICOIL00000018 ,LBS  ,7500.0,0.47,3525.0,3525.0,GALVANIZED COIL 18 GAGE G90 AS PER ASTM 653,2017-10-03,02 ,                                                                                                                                                      ,CR00118,7612.5,
180179,DUCTMATEFLANGE ,FEET ,3000.0,0.6675399999999999,2002.62,2002.62,DUCTMATE FLANGE (J-FLANGE),2018-04-30,02 ,                                                                                                                                                      ,CR00050,2002.62,CR Coastal HVAC Supply ( Vendor )                           
180180,TDCCLEATUNIVERS,BOX  ,10.0,50.0,500.0,500.0,TDC CLEAT UNIVERSAL CLEAT,2018-04-30,02 ,                                                                                                                                                      ,CR00050,500.0,CR Coastal HVAC Supply ( Vendor )                           
180181,LINERPIN0000020,BOX  ,10.0,180.58,1805.8,1805.8,"2"" LINER PINS - FTC200",2018-05-01,02 ,                                                                                                                                                      ,CR00136,1805.8,"CR Solar Supply, Inc                                        "
180182,GENERALITEM0000,NOS  ,12.0,16.36,196.32,196.32,General Item,2018-05-01,02 ,                                                                                                                                                      ,CR00050,196.32,CR Coastal HVAC Supply ( Vendor )                           
180183,GLUEWATERBASE1 ,NOS  ,2.0,542.81,1085.62,1085.62,Roto-Tack Adhesive  50 gal Glue,2018-05-01,01 ,                                                                                                                                                      ,CR00136,1085.62,"CR Solar Supply, Inc                                        "
180184,PAPERTAPE00003 ,BOX  ,6.0,39.5,237.0,237.0,"REINFORCED PAPER TAPE 3""",2018-05-01,01 ,                                                                                                                                                      ,CR00217,237.0,
180511,GASKETFIRERATE ,NOS  ,1.0,220.0,220.0,220.0,FIRE RATED GASKET TYPE,2018-10-15,02 ,                                                                                                                                                      ,CR00278,220.0,
180512,HYPELECT220842 ,CASE ,10.0,49.268,492.68,492.68,Hypertherm Electrode,2018-10-15,02 ,                                                                                                                                                      ,CR00020,858.18,"CR Airgas USA, LLC.                                         "
170436,STANDING00000S ,FEET ,7500.0,0.5,3750.0,3750.0,STANDING S,2017-10-27,02 ,                                                                                                                                                      ,CR00192,3750.0,
170437,GENERALITEM0000,NOS  ,1.0,135.22,135.22,135.22,General Item,2017-10-27,02 ,                                                                                                                                                      ,CR00227,135.22,CR AMAZON . COM                                             
170438,TURNINGRAIL200 ,FEET ,2000.0,0.738,1476.0,1476.0,"Turning rails 2""",2017-10-30,02 ,                                                                                                                                                      ,CR00050,1476.0,CR Coastal HVAC Supply ( Vendor )                           
170400,GISLIT30GACOIL ,LBS  ,10000.0,0.6135,6135.0,6135.0,"GALVANIZED SLIT COIL 30 GA 6.688"" G30",2017-10-04,01 ,                                                                                                                                                      ,CR00118,6135.0,
170401,PAPERTAPE00003 ,BOX  ,6.0,39.75,238.5,238.5,"REINFORCED PAPER TAPE 3""",2017-10-05,01 ,                                                                                                                                                      ,CR00217,311.0,
170401,STEELBANDING01 ,ROLL ,1.0,72.5,72.5,72.5,"STEEL BANDING .5""",2017-10-05,01 ,                                                                                                                                                      ,CR00217,311.0,
170402,TURNINGVAN0400 ,FEET ,1000.0,1.24,1240.0,1240.0,"Turning van 4""",2017-10-05,02 ,                                                                                                                                                      ,CR00050,2340.0,CR Coastal HVAC Supply ( Vendor )                           
170402,TURNINGRAIL400 ,FEET ,1000.0,1.1,1100.0,1100.0,"Turning rails 4""",2017-10-05,02 ,                                                                                                                                                      ,CR00050,2340.0,CR Coastal HVAC Supply ( Vendor )                           
170403,JFLANGE0000001 ,FT   ,3000.0,0.63,1890.0,1890.0,J FLANGE,2017-10-05,02 ,                                                                                                                                                      ,CR00050,1890.0,CR Coastal HVAC Supply ( Vendor )                           
170404,LOCKNUTOL21097 ,BOX  ,10.0,84.96,849.6,849.6,Duro Dyne Dyn-o-lock ½ nut DOMRL12,2017-10-06,02 ,                                                                                                                                                      ,CR00050,849.6,CR Coastal HVAC Supply ( Vendor )                           
170405,FLEXMASTERM306 ,NOS  ,4.0,73.74,294.96,294.96,FLEXMASTER DUCT 3M 6`,2017-10-06,02 ,                                                                                                                                                      ,CR00192,1084.0,
170405,FLEXMASTERM308 ,NOS  ,4.0,90.06,360.24,360.24,FLEXMASTER DUCT M3 8`,2017-10-06,02 ,                                                                                                                                                      ,CR00192,1084.0,
170405,FLEXMASTERM310 ,NOS  ,4.0,107.2,428.8,428.8,"FLEXMASTER DUCT 3M 10""",2017-10-06,02 ,                                                                                                                                                      ,CR00192,1084.0,
180374,BLACKSPRAYPAINT,NOS  ,36.0,0.97,34.92,34.92,Black Spray Piant,2018-07-10,02 ,                                                                                                                                                      ,CR00184,34.92,CR HOME DEPOT                                               
180372,JFLANGE0000001 ,FT   ,1500.0,0.95,1425.0,1425.0,J FLANGE,2018-07-06,02 ,                                                                                                                                                      ,CR00192,1425.0,
180373,BIRDSC308226EB ,ROLL ,5.0,100.0,500.0,500.0,1/2 “ Birdscreen 4ft Roll,2018-07-09,02 ,                                                                                                                                                      ,CR00204,500.0,CR WIRE CLOTH MANUFACTURERS                                 
180515,24G20INSSSPIRL ,FEET ,58.0,50.724140000000006,2942.0,2942.0,"24 GA 20"" DIA  STAINLESS STEEL SPIRAL PIPE",2018-10-16,02 ,                                                                                                                                                      ,CR00279,2942.0,
170406,INSULATION0200 ,ROLL ,5.0,187.6,938.0,938.0,"Insulation 2"" X 59.5""X50` ROLL",2017-10-11,02 ,170428                                                                                                                                                ,CR00136,1847.85,"CR Solar Supply, Inc                                        "
170406,INSULATION0256 ,ROLLS,5.0,181.97,909.85,909.85,"INSULATION 2"" X 56"" X 50",2017-10-11,02 ,170428                                                                                                                                                ,CR00136,1847.85,"CR Solar Supply, Inc                                        "
170407,CANVASCONNECTN ,BOX  ,20.0,93.75,1875.0,1875.0,CANVAS CONNECTIONS,2017-10-11,02 ,                                                                                                                                                      ,CR00050,1875.0,CR Coastal HVAC Supply ( Vendor )                           
170408,SELFSCREW00001 ,BOX  ,30000.0,0.0191,573.0,573.0,"SELF TAPPING SHEET METAL SCREW 1""",2017-10-11,02 ,                                                                                                                                                      ,CR00173,573.0,CR Delta Fastener Corp                                      
170409,CWHEEL64000806 ,NOS  ,30.0,2.97,89.1,89.1,Cut-off wheel Type 1,2017-10-12,02 ,                                                                                                                                                      ,CR00184,89.1,CR HOME DEPOT                                               
170410,INSULATION0200 ,ROLL ,5.0,187.6,938.0,938.0,"Insulation 2"" X 59.5""X50` ROLL",2017-10-12,02 ,                                                                                                                                                      ,CR00136,1847.85,"CR Solar Supply, Inc                                        "
170410,INSULATION0256 ,ROLLS,5.0,181.97,909.85,909.85,"INSULATION 2"" X 56"" X 50",2017-10-12,02 ,                                                                                                                                                      ,CR00136,1847.85,"CR Solar Supply, Inc                                        "
190373,STAMPELBOW9012 ,NOS  ,50.0,22.75,1137.5,1137.5,"STAMPED ELBOW 90 DEGREE 12""",2019-09-26,02 ,                                                                                                                                                      ,CR00265,6366.0,CR DIE STAMPED PRODUCTS INC                                 
190380,SSCLEATS000000 ,NOS  ,1000.0,0.79,790.0,790.0,STAINLESS STEEL CLEATS,2019-09-27,02 ,                                                                                                                                                      ,CR00272,790.0,CR Win Supply Of Houston                                    
190381,TDCCORNER000SS ,NOS  ,1000.0,1.18,1180.0,1180.0,TDC CORNER-STAINLESS STEEL,2019-09-27,02 ,                                                                                                                                                      ,CR00050,1180.0,CR Coastal HVAC Supply ( Vendor )                           
190382,SSNUT&BOLTS38  ,NOS  ,1000.0,0.3,300.0,300.0,STAIN LESS STEEL NUT & BOLT 3/8,2019-09-27,02 ,                                                                                                                                                      ,CR00173,300.0,CR Delta Fastener Corp                                      
190375,BLUEWRAPPLASTI ,NOS  ,300.0,11.5,3450.0,3450.0,BLUE WRAP PLASTIC,2019-09-26,02 ,                                                                                                                                                      ,CR00262,3450.0,CR Capital HArdware Supply ELGEN MANUFACTURING              
190376,DUCTSEALER1GAL ,BOX  ,48.0,29.0,1392.0,1392.0,DUCT SEALER 1 GAL CAN,2019-09-26,02 ,                                                                                                                                                      ,CR00272,1392.0,CR Win Supply Of Houston                                    
190377,STANDING00000S ,FEET ,3000.0,0.4,1200.0,1200.0,STANDING S,2019-09-26,02 ,                                                                                                                                                      ,CR00272,1200.0,CR Win Supply Of Houston                                    
190378,SSBANDSFOR16INR,BOX  ,20.0,150.0,3000.0,3000.0,"SS BANDS FOR 16"" ROUND",2019-09-26,02 ,                                                                                                                                                      ,CR00050,3000.0,CR Coastal HVAC Supply ( Vendor )                           
190379,TDCCORNER00001 ,BOX  ,48.0,40.0,1920.0,1920.0,TDC CORNER,2019-09-26,02 ,                                                                                                                                                      ,CR00036,1920.0,CR Banner Sales Co                                          
170435,GENERALITEM0000,NOS  ,2.0,177.89,355.78,355.78,General Item,2017-10-27,02 ,                                                                                                                                                      ,CR00050,355.78,CR Coastal HVAC Supply ( Vendor )                           
170439,ARMAFLEXROL1   ,ROLL ,2.0,378.0,756.0,756.0,"ARMAFLEX 1"" ROLL",2017-10-31,02 ,                                                                                                                                                      ,CR00230,756.0,
170440,WINGNUT0DHK706 ,NOS  ,10000.0,0.046,460.0,460.0,WING NUT DHK 706,2017-11-01,01 ,                                                                                                                                                      ,CR00040,3630.0,"CR Cain Manufacturing Co.,Inc.                              "
170440,DAMPERTPDHK102 ,NOS  ,10000.0,0.07,700.0,700.0,DAMPER TIP DHK 102,2017-11-01,01 ,                                                                                                                                                      ,CR00040,3630.0,"CR Cain Manufacturing Co.,Inc.                              "
170440,WASHER00DHK704 ,NOS  ,10000.0,0.016,160.0,160.0,WASHER DHK 704,2017-11-01,01 ,                                                                                                                                                      ,CR00040,3630.0,"CR Cain Manufacturing Co.,Inc.                              "
170440,BEARING0DHK708 ,NOS  ,10000.0,0.191,1910.0,1910.0,"5/16"" BEARING DHK 708",2017-11-01,01 ,                                                                                                                                                      ,CR00040,3630.0,"CR Cain Manufacturing Co.,Inc.                              "
170440,HANDLE00DHK705 ,NOS  ,10000.0,0.04,400.0,400.0,HANDLE DHK 705,2017-11-01,01 ,                                                                                                                                                      ,CR00040,3630.0,"CR Cain Manufacturing Co.,Inc.                              "
170459,1MFLEXMASTER006,NOS  ,4.0,51.903,207.612,207.612,"6"" flexmaster 1m",2017-11-15,02 ,                                                                                                                                                      ,CR00050,281.022,CR Coastal HVAC Supply ( Vendor )                           
170459,"1MFLEXMASTER10""",NOS  ,1.0,73.41,73.41,73.41,"1M FLEXMASTER 10""",2017-11-15,02 ,                                                                                                                                                      ,CR00050,281.022,CR Coastal HVAC Supply ( Vendor )                           
170471,JFLANGE0000001 ,FT   ,3000.0,0.6675,2002.5,2002.5,J FLANGE,2017-12-04,02 ,                                                                                                                                                      ,CR00050,2295.25,CR Coastal HVAC Supply ( Vendor )                           
170495,PGSLITCOIL024GA,LBS  ,3000.0,0.5625,1687.5,1687.5,PAINT GRIP SLIT COIL 24GA 5.394 - GALVANNEAL,2017-12-26,02 ,                                                                                                                                                      ,CR00118,1687.5,
180002,TDCCLEATUNIVERS,BOX  ,64.0,37.0,2368.0,2368.0,TDC CLEAT UNIVERSAL CLEAT,2018-01-09,02 ,                                                                                                                                                      ,CR00192,3568.0,
180015,LINERPIN000001 ,BOX  ,10.0,144.29,1442.9,1442.9,"1"" Duro Dyne Liner Pins",2018-01-24,02 ,                                                                                                                                                      ,CR00136,2169.0,"CR Solar Supply, Inc                                        "
180015,LINERPIN0000020,BOX  ,5.0,145.22,726.1,726.1,"2"" LINER PINS - FTC200",2018-01-24,02 ,                                                                                                                                                      ,CR00136,2169.0,"CR Solar Supply, Inc                                        "
180016,DUCTMATEFLANGE ,FEET ,3000.0,0.6675,2002.5,2002.5,DUCTMATE FLANGE (J-FLANGE),2018-01-24,02 ,                                                                                                                                                      ,CR00050,2002.5,CR Coastal HVAC Supply ( Vendor )                           
180017,FLEXMSTER1MR608,NOS  ,10.0,66.49,664.9,664.9,"8"" FLEXMASTER 1M R6",2018-01-25,02 ,                                                                                                                                                      ,CR00050,898.45,CR Coastal HVAC Supply ( Vendor )                           
180017,FLEXMSTER1MR612,NOS  ,2.0,89.73,179.46,179.46,"12"" FLEXMASTER 1M R6",2018-01-25,02 ,                                                                                                                                                      ,CR00050,898.45,CR Coastal HVAC Supply ( Vendor )                           
180017,FLEXMSTER1MR606,NOS  ,1.0,54.09,54.09,54.09,"6"" FLEXMASTER 1M R6",2018-01-25,02 ,                                                                                                                                                      ,CR00050,898.45,CR Coastal HVAC Supply ( Vendor )                           
180018,BLACKSTEEL0016 ,NOS  ,37.0,61.56,2277.72,2277.72,Black steelsheets 16Ga,2018-01-25,02 ,                                                                                                                                                      ,CR00055,2277.72,"CR Curtis Steel Company, Inc.                               "
180011,FLEXDUCTR600010,NOS  ,6.0,28.82,172.92,172.92,"10"" Flex ATCO R6",2018-01-15,02 ,                                                                                                                                                      ,CR00136,172.92,"CR Solar Supply, Inc                                        "
170499,GICOIL00000028 ,LBS  ,40000.0,0.483,19320.0,19320.0,GALVANIZED COIL 28 GAGE G30,2017-12-31,01 ,                                                                                                                                                      ,CR00118,19320.0,
180009,HANGERSTRAP000 ,ROLL ,80.0,32.5,2600.0,2600.0,HANGER STRAP 22 GAUGE,2018-01-15,02 ,                                                                                                                                                      ,CR00192,2600.0,
180010,BIRDSC308226EB ,ROLL ,5.0,96.0,480.0,480.0,1/2 “ Birdscreen 4ft Roll,2018-01-15,03 ,                                                                                                                                                      ,CR00204,480.0,CR WIRE CLOTH MANUFACTURERS                                 
180011,FLEXDUCTR60006 ,NOS  ,10.0,22.23,222.3,222.3,"6"" Flex ATCO R6",2018-01-15,02 ,                                                                                                                                                      ,CR00136,172.92,"CR Solar Supply, Inc                                        "
180013,LINERPIN000015 ,BOX  ,10.0,122.12,1221.2,1221.2,"LINER PIN 1½""  FTC118",2018-01-22,02 ,                                                                                                                                                      ,CR00136,1221.2,"CR Solar Supply, Inc                                        "
180014,DYNOCLAWHALFIN ,BOX  ,10.0,150.0,1500.0,1500.0,Dyn-o-claw 1/2in conduit tie,2018-01-22,02 ,                                                                                                                                                      ,CR00050,2234.1,CR Coastal HVAC Supply ( Vendor )                           
180014,FLEXMSTER1MR610,NOS  ,10.0,73.41,734.1,734.1,"10"" FLEXMASTER 1M R6",2018-01-22,02 ,                                                                                                                                                      ,CR00050,2234.1,CR Coastal HVAC Supply ( Vendor )                           
180002,SQUAREROD38COS ,FEET ,2000.0,0.6,1200.0,1200.0,3/8 Aluminum sqr rod,2018-01-09,02 ,                                                                                                                                                      ,CR00192,3568.0,
180003,CONDUTE0000012 ,FEET ,2000.0,0.3363,672.6,672.6,"CONDUIT 1/2""",2018-01-09,02 ,                                                                                                                                                      ,CR00199,672.6,CR City Electric Supply Houston                             
