BillDate,BillNo,accode,Amount,name,crdays,AvgBal,NetTrans,NetAmount,duedate,overduedays,DueStatus,OverDueAgeing,o/sdays,O/sAgeing
2020-07-30,2002338 ,DR00130,789.0,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-08-29,123.0,Overdue,More than 120 days,153.0,More than 120 days
2020-06-30,2001087 ,DR00130,0.0,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-07-30,153.0,Overdue,More than 120 days,183.0,More than 120 days
2020-06-04,2001056 ,DR00130,1476.5,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-07-04,179.0,Overdue,More than 120 days,209.0,More than 120 days
2020-06-01,2000991 ,DR00130,214.0,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-07-01,182.0,Overdue,More than 120 days,212.0,More than 120 days
2020-05-29,2000988 ,DR00130,780.2,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-06-28,185.0,Overdue,More than 120 days,215.0,More than 120 days
2020-05-14,2000918 ,DR00130,287.6,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-06-13,200.0,Overdue,More than 120 days,230.0,More than 120 days
2020-04-21,2000748 ,DR00130,366.0,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-05-21,223.0,Overdue,More than 120 days,253.0,More than 120 days
2020-03-20,2000552 ,DR00130,135.21,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-04-19,255.0,Overdue,More than 120 days,285.0,More than 120 days
2020-02-04,2000217 ,DR00130,1777.0,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-03-05,300.0,Overdue,More than 120 days,330.0,More than 120 days
2020-01-21,2002147 ,DR00130,2.48,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-02-20,314.0,Overdue,More than 120 days,344.0,More than 120 days
2020-01-20,2000107 ,DR00130,2839.2,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-02-19,315.0,Overdue,More than 120 days,345.0,More than 120 days
2020-01-01,opening,DR00130,4035.1,ADMP Commercial                                             ,30,11193.755,14317.310000000001,14317.310000000001,2020-01-31,334.0,Overdue,More than 120 days,364.0,More than 120 days
2020-12-07,2003780 ,DR00132,1082.5,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003781 ,DR00132,59.54,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-10-30,2003431 ,DR00132,503.36,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-29,1.0,Overdue,0 to 30 days,61.0,60 to 90 days
2020-10-30,2003432 ,DR00132,400.53,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-29,1.0,Overdue,0 to 30 days,61.0,60 to 90 days
2020-10-22,2003481 ,DR00132,405.94,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-21,9.0,Overdue,0 to 30 days,69.0,60 to 90 days
2020-10-22,2003483 ,DR00132,142.89,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-21,9.0,Overdue,0 to 30 days,69.0,60 to 90 days
2020-10-22,2003482 ,DR00132,319.34,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-21,9.0,Overdue,0 to 30 days,69.0,60 to 90 days
2020-10-22,2003480 ,DR00132,178.0,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-21,9.0,Overdue,0 to 30 days,69.0,60 to 90 days
2020-10-14,2003474 ,DR00132,405.94,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003475 ,DR00132,71.45,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003276 ,DR00132,324.75,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003476 ,DR00132,102.84,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003477 ,DR00132,216.5,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003473 ,DR00132,281.45,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003478 ,DR00132,47.63,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003273 ,DR00132,211.09,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003272 ,DR00132,11907.5,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-09,2003270 ,DR00132,1190.75,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-08,22.0,Overdue,0 to 30 days,82.0,60 to 90 days
2020-10-09,2003271 ,DR00132,24.9,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-08,22.0,Overdue,0 to 30 days,82.0,60 to 90 days
2020-10-09,2003494 ,DR00132,1050.03,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-08,22.0,Overdue,0 to 30 days,82.0,60 to 90 days
2020-10-09,2003486 ,DR00132,681.98,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-08,22.0,Overdue,0 to 30 days,82.0,60 to 90 days
2020-10-09,2003487 ,DR00132,4405.78,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-08,22.0,Overdue,0 to 30 days,82.0,60 to 90 days
2020-10-09,2003485 ,DR00132,438.41,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-08,22.0,Overdue,0 to 30 days,82.0,60 to 90 days
2020-10-09,2003484 ,DR00132,3821.23,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-12-08,22.0,Overdue,0 to 30 days,82.0,60 to 90 days
2020-09-28,2003101 ,DR00132,186.19,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-27,33.0,Overdue,30 to 60 days,93.0,More than 120 days
2020-09-28,2003102 ,DR00132,324.75,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-27,33.0,Overdue,30 to 60 days,93.0,More than 120 days
2020-09-28,2003104 ,DR00132,433.0,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-27,33.0,Overdue,30 to 60 days,93.0,More than 120 days
2020-09-28,2003103 ,DR00132,535.84,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-27,33.0,Overdue,30 to 60 days,93.0,More than 120 days
2020-09-28,2003105 ,DR00132,4059.38,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-27,33.0,Overdue,30 to 60 days,93.0,More than 120 days
2020-09-22,2003100 ,DR00132,42.22,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-21,39.0,Overdue,30 to 60 days,99.0,More than 120 days
2020-09-22,2003099 ,DR00132,1484.11,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-21,39.0,Overdue,30 to 60 days,99.0,More than 120 days
2020-09-11,2002994 ,DR00132,117.99,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-10,50.0,Overdue,30 to 60 days,110.0,More than 120 days
2020-09-11,2002993 ,DR00132,49.8,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-10,50.0,Overdue,30 to 60 days,110.0,More than 120 days
2020-09-11,2002992 ,DR00132,97.43,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-10,50.0,Overdue,30 to 60 days,110.0,More than 120 days
2020-09-11,2002991 ,DR00132,3582.60000000003,Ancorr Insulation Sheet Metal                               ,60,20733.155000000006,36908.97000000003,36908.97000000003,2020-11-10,50.0,Overdue,30 to 60 days,110.0,More than 120 days
2020-12-22,2003916 ,DR00133,1000.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-20,-52.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003915 ,DR00133,900.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-20,-52.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003917 ,DR00133,270.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-20,-52.0,Not Overdue,,8.0,0 to 30 days
2020-12-16,2003879 ,DR00133,1700.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-14,-46.0,Not Overdue,,14.0,0 to 30 days
2020-12-16,2003878 ,DR00133,415.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-14,-46.0,Not Overdue,,14.0,0 to 30 days
2020-12-16,2003880 ,DR00133,1000.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-14,-46.0,Not Overdue,,14.0,0 to 30 days
2020-12-16,2003948 ,DR00133,270.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-14,-46.0,Not Overdue,,14.0,0 to 30 days
2020-12-07,2003789 ,DR00133,34.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003787 ,DR00133,52.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003786 ,DR00133,90.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003782 ,DR00133,265.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003783 ,DR00133,2030.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003784 ,DR00133,2830.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003785 ,DR00133,220.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003788 ,DR00133,223.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-11-23,2003638 ,DR00133,3320.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-11-23,2003637 ,DR00133,910.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-11-23,2003641 ,DR00133,180.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-11-23,2003640 ,DR00133,135.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-11-23,2003635 ,DR00133,4700.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-11-23,2003636 ,DR00133,1820.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-11-23,2003639 ,DR00133,1630.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-11-11,2003631 ,DR00133,9000.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-10,-11.0,Not Overdue,,49.0,30 to 60 days
2020-11-11,2003633 ,DR00133,83.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-10,-11.0,Not Overdue,,49.0,30 to 60 days
2020-11-11,2003632 ,DR00133,5180.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-10,-11.0,Not Overdue,,49.0,30 to 60 days
2020-11-11,2003634 ,DR00133,70.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-10,-11.0,Not Overdue,,49.0,30 to 60 days
2020-11-04,2003628 ,DR00133,7301.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2021-01-03,-4.0,Not Overdue,,56.0,30 to 60 days
2020-10-30,2003435 ,DR00133,115.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2020-12-29,1.0,Overdue,0 to 30 days,61.0,60 to 90 days
2020-10-22,2003369 ,DR00133,7227.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2020-12-21,9.0,Overdue,0 to 30 days,69.0,60 to 90 days
2020-10-14,2003284 ,DR00133,593.8,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-14,2003283 ,DR00133,142.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2020-12-13,17.0,Overdue,0 to 30 days,77.0,60 to 90 days
2020-10-08,2003282 ,DR00133,1500.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2020-12-07,23.0,Overdue,0 to 30 days,83.0,60 to 90 days
2020-10-08,2003281 ,DR00133,1158.0,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2020-12-07,23.0,Overdue,0 to 30 days,83.0,60 to 90 days
2020-09-28,2003113 ,DR00133,1951.200000000058,Comflow                                                     ,60,112951.00000000003,-109271.99999999994,109271.99999999994,2020-11-27,33.0,Overdue,30 to 60 days,93.0,More than 120 days
2020-12-16,2003885 ,DR00136,1200.0,Graves Mechanical                                           ,60,13470.0,24970.0,24970.0,2021-02-14,-46.0,Not Overdue,,14.0,0 to 30 days
2020-12-07,2003793 ,DR00136,175.0,Graves Mechanical                                           ,60,13470.0,24970.0,24970.0,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003957 ,DR00136,1380.0,Graves Mechanical                                           ,60,13470.0,24970.0,24970.0,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-11-23,2003695 ,DR00136,6435.0,Graves Mechanical                                           ,60,13470.0,24970.0,24970.0,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-11-23,2003694 ,DR00136,16765.0,Graves Mechanical                                           ,60,13470.0,24970.0,24970.0,2021-01-22,-23.0,Not Overdue,,37.0,30 to 60 days
2020-12-16,2003887 ,DR00138,90.0,Process Environments I LTD.LLP                              ,60,5137.5,3075.0,3075.0,2021-02-14,-46.0,Not Overdue,,14.0,0 to 30 days
2020-12-14,2003851 ,DR00138,365.0,Process Environments I LTD.LLP                              ,60,5137.5,3075.0,3075.0,2021-02-12,-44.0,Not Overdue,,16.0,0 to 30 days
2020-12-14,2003871 ,DR00138,5000.0,Process Environments I LTD.LLP                              ,60,5137.5,3075.0,3075.0,2021-02-12,-44.0,Not Overdue,,16.0,0 to 30 days
2020-12-07,2003797 ,DR00138,140.0,Process Environments I LTD.LLP                              ,60,5137.5,3075.0,3075.0,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003796 ,DR00138,480.0,Process Environments I LTD.LLP                              ,60,5137.5,3075.0,3075.0,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-12-07,2003798 ,DR00138,600.0,Process Environments I LTD.LLP                              ,60,5137.5,3075.0,3075.0,2021-02-05,-37.0,Not Overdue,,23.0,0 to 30 days
2020-03-04,2001483 ,DR00141,580.0,Space City Mechanical                                       ,30,290.0,580.0,580.0,2020-04-03,271.0,Overdue,More than 120 days,301.0,More than 120 days
2020-07-24,2002512 ,DR00143,200.0,"CNRG Consulting, Contruction and services                   ",30,100.0,200.0,200.0,2020-08-23,129.0,Overdue,More than 120 days,159.0,More than 120 days
2020-12-16,2003958 ,DR00146,930.9500000000044,Gray Mechanical                                             ,60,465.4750000000022,930.9500000000044,930.9500000000044,2021-02-14,-46.0,Not Overdue,,14.0,0 to 30 days
2020-11-23,2003667 ,DR00152,2825.0,Golden Rule                                                 ,30,1565.0,3130.0,3130.0,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-09-28,2003190 ,DR00152,305.0,Golden Rule                                                 ,30,1565.0,3130.0,3130.0,2020-10-28,63.0,Overdue,60 to 90 days,93.0,More than 120 days
2020-09-11,2002998 ,DR00153,900.0,Cook Mechanical                                             ,30,450.0,900.0,900.0,2020-10-11,80.0,Overdue,60 to 90 days,110.0,More than 120 days
2020-11-23,2003655 ,DR00154,277.5,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003656 ,DR00154,277.5,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003657 ,DR00154,270.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003658 ,DR00154,22.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003660 ,DR00154,715.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003663 ,DR00154,370.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003665 ,DR00154,370.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-10-30,2003438 ,DR00154,1150.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-29,31.0,Overdue,30 to 60 days,61.0,60 to 90 days
2020-10-30,2003440 ,DR00154,100.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-29,31.0,Overdue,30 to 60 days,61.0,60 to 90 days
2020-10-30,2003439 ,DR00154,1150.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-29,31.0,Overdue,30 to 60 days,61.0,60 to 90 days
2020-10-30,2003441 ,DR00154,243.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-29,31.0,Overdue,30 to 60 days,61.0,60 to 90 days
2020-10-22,2003371 ,DR00154,715.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-21,39.0,Overdue,30 to 60 days,69.0,60 to 90 days
2020-10-14,2003297 ,DR00154,1315.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-13,47.0,Overdue,30 to 60 days,77.0,60 to 90 days
2020-10-14,2003295 ,DR00154,600.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-13,47.0,Overdue,30 to 60 days,77.0,60 to 90 days
2020-10-14,2003296 ,DR00154,1315.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-13,47.0,Overdue,30 to 60 days,77.0,60 to 90 days
2020-10-09,2003292 ,DR00154,565.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-08,52.0,Overdue,30 to 60 days,82.0,60 to 90 days
2020-10-09,2003294 ,DR00154,565.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-08,52.0,Overdue,30 to 60 days,82.0,60 to 90 days
2020-10-09,2003293 ,DR00154,1058.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-08,52.0,Overdue,30 to 60 days,82.0,60 to 90 days
2020-10-09,2003291 ,DR00154,1058.0,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-11-08,52.0,Overdue,30 to 60 days,82.0,60 to 90 days
2020-09-28,2003123 ,DR00154,2380.72,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-10-28,63.0,Overdue,60 to 90 days,93.0,More than 120 days
2020-09-11,2003122 ,DR00154,2380.719999999999,GCE Services                                                ,30,8448.72,16897.44,16897.44,2020-10-11,80.0,Overdue,60 to 90 days,110.0,More than 120 days
2020-12-22,2003923 ,DR00157,2500.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003922 ,DR00157,290.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003921 ,DR00157,1350.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003924 ,DR00157,1975.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003925 ,DR00157,4500.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003927 ,DR00157,6500.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003926 ,DR00157,2100.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003928 ,DR00157,6200.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003930 ,DR00157,125.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-22,2003929 ,DR00157,2175.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-21,-22.0,Not Overdue,,8.0,0 to 30 days
2020-12-16,2003903 ,DR00157,8800.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-15,-16.0,Not Overdue,,14.0,0 to 30 days
2020-12-16,2003902 ,DR00157,1200.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-15,-16.0,Not Overdue,,14.0,0 to 30 days
2020-12-16,2003901 ,DR00157,1250.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-15,-16.0,Not Overdue,,14.0,0 to 30 days
2020-12-11,2003955 ,DR00157,260.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-10,-11.0,Not Overdue,,19.0,0 to 30 days
2020-12-07,2003792 ,DR00157,1380.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2021-01-06,-7.0,Not Overdue,,23.0,0 to 30 days
2020-11-25,2003727 ,DR00157,4900.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2020-12-25,5.0,Overdue,0 to 30 days,35.0,30 to 60 days
2020-11-25,2003742 ,DR00157,11000.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2020-12-25,5.0,Overdue,0 to 30 days,35.0,30 to 60 days
2020-11-25,2003725 ,DR00157,870.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2020-12-25,5.0,Overdue,0 to 30 days,35.0,30 to 60 days
2020-11-23,2003692 ,DR00157,900.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003744 ,DR00157,6575.0,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003741 ,DR00157,19319.059999999998,Graco Metals                                                ,30,42084.53,84169.06,84169.06,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-23,2003555 ,DR00158,9.094947017729282e-13,BRUCE MECHANICAL INC                                        ,30,4.547473508864641e-13,9.094947017729282e-13,9.094947017729282e-13,2020-12-23,7.0,Overdue,0 to 30 days,37.0,30 to 60 days
2020-11-11,2003749 ,DR00159,632.18,Gonzalez Commercial Electric                                ,0,316.09,632.18,632.18,2020-11-11,49.0,Overdue,30 to 60 days,49.0,30 to 60 days
2020-12-16,2003956 ,DR00165,780.0, All Seasons Air Conditioning & Heating                     ,0,390.0,780.0,780.0,2020-12-16,14.0,Overdue,0 to 30 days,14.0,0 to 30 days
