billtype_x,billno,itcode,itunit,itqty,itrte,itamnt,refno,billtype_y,billdate,ccode,clsup,slpucd,tramnt,refno_y,refdt,duedate,name,ortyp,ordte,OrderToPurchaseDays
PURC,200467,PRESSONTAPWD06 ,NOS  ,106.0,7.68,814.08,200327,PURC,2020-07-27,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,990.08,07232003                 ,2020-07-27,2020-08-26,CR Win Supply Of Houston                                    ,P,2020-07-15,12.0
PURC,200468,PRESSONTAPND08 ,NOS  ,100.0,1.85,185.0,200327,PURC,2020-07-31,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,185.0,07232005                 ,2020-07-31,2020-08-30,CR Win Supply Of Houston                                    ,P,2020-07-15,16.0
PURC,200469,FLEXDUCTR60012 ,NOS  ,20.0,41.21,824.2,200332,PURC,2020-07-21,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,824.2,3638985                  ,2020-08-03,2020-09-02,"CR Solar Supply, Inc                                        ",P,2020-07-21,0.0
PURC,200470,GIDUCTD3610016 ,FEET ,30.0,3.40392,102.118,200351,PURC,2020-07-24,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,243.17700000000002,5612834                  ,2020-07-29,2020-09-27,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-07-29,-5.0
PURC,200470,GIDUCTD6010014 ,FEET ,50.0,2.82118,141.059,200351,PURC,2020-07-24,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,243.17700000000002,5612834                  ,2020-07-29,2020-09-27,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-07-29,-5.0
PURC,200471,FLEXMASTERM306 ,NOS  ,20.0,79.28,1585.6,200349,PURC,2020-07-31,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,3020.35,07314602                 ,2020-07-31,2020-08-30,CR Win Supply Of Houston                                    ,P,2020-07-28,3.0
PURC,200471,FLEXMASTERM308 ,NOS  ,15.0,95.65,1434.75,200349,PURC,2020-07-31,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,3020.35,07314602                 ,2020-07-31,2020-08-30,CR Win Supply Of Houston                                    ,P,2020-07-28,3.0
PURC,200473,GRITSANDWHEL60 ,NOS  ,60.0,1.4165,84.99,200338,PURC,2020-07-23,COMMERCIAL,CR00227,Purchase Duct - Commercial                                  ,84.99,925852                   ,2020-07-23,2020-07-23,CR AMAZON . COM                                             ,P,2020-07-23,0.0
PURC,200474,FLEXDUCTR60006 ,NOS  ,24.0,22.16,531.84,200352,PURC,2020-08-03,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,2038.51,3639557                  ,2020-08-03,2020-09-02,"CR Solar Supply, Inc                                        ",P,2020-08-03,0.0
PURC,200474,FLEXDUCTR60008 ,NOS  ,16.0,26.45,423.2,200352,PURC,2020-08-03,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,2038.51,3639557                  ,2020-08-03,2020-09-02,"CR Solar Supply, Inc                                        ",P,2020-08-03,0.0
PURC,200474,FLEXDUCTR60010 ,NOS  ,20.0,33.12,662.4,200352,PURC,2020-08-03,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,2038.51,3639557                  ,2020-08-03,2020-09-02,"CR Solar Supply, Inc                                        ",P,2020-08-03,0.0
PURC,200474,FLEXDUCTR60012 ,NOS  ,2.0,41.21,82.42,200352,PURC,2020-08-03,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,2038.51,3639557                  ,2020-08-03,2020-09-02,"CR Solar Supply, Inc                                        ",P,2020-08-03,0.0
PURC,200474,FLEXDUCTR60014 ,NOS  ,2.0,49.88,99.76,200352,PURC,2020-08-03,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,2038.51,3639557                  ,2020-08-03,2020-09-02,"CR Solar Supply, Inc                                        ",P,2020-08-03,0.0
PURC,200474,FLEXDUCTR60016 ,NOS  ,3.0,57.4,172.2,200352,PURC,2020-08-03,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,2038.51,3639557                  ,2020-08-03,2020-09-02,"CR Solar Supply, Inc                                        ",P,2020-08-03,0.0
PURC,200474,FLEXDUCTR60018 ,NOS  ,1.0,66.69,66.69,200352,PURC,2020-08-03,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,2038.51,3639557                  ,2020-08-03,2020-09-02,"CR Solar Supply, Inc                                        ",P,2020-08-03,0.0
PURC,200481,GICOIL00000028 ,LBS  ,9877.0,0.47,4642.19,190434,PURC,2020-08-04,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,20884.326,027506                   ,2020-08-04,2020-10-03,CR Sumit Global                                             ,P,2019-10-18,291.0
PURC,200481,GICOIL00000028 ,LBS  ,8863.0,0.47,4165.61,190434,PURC,2020-08-04,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,20884.326,027506                   ,2020-08-04,2020-10-03,CR Sumit Global                                             ,P,2019-10-18,291.0
PURC,200481,GICOIL00000028 ,LBS  ,7826.0,0.47,3678.22,190434,PURC,2020-08-04,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,20884.326,027506                   ,2020-08-04,2020-10-03,CR Sumit Global                                             ,P,2019-10-18,291.0
PURC,200481,GICOIL00000030 ,LBS  ,9248.0,0.49700000000000005,4596.255999999999,190434,PURC,2020-08-04,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,20884.326,027506                   ,2020-08-04,2020-10-03,CR Sumit Global                                             ,P,2019-10-18,291.0
PURC,200481,GICOIL00000030 ,LBS  ,7650.0,0.49700000000000005,3802.05,190434,PURC,2020-08-04,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,20884.326,027506                   ,2020-08-04,2020-10-03,CR Sumit Global                                             ,P,2019-10-18,291.0
PURC,200482,BLACKIRONANGLE ,NOS  ,50.0,25.74,1287.0,200364,PURC,2020-08-10,COMMERCIAL,CR00290,Purchase Duct - Commercial                                  ,1287.0,425039                   ,2020-08-10,2020-09-09,CR Texas Iron & Metal                                       ,P,2020-08-10,0.0
PURC,200463,FLEXMSTER1MR608,NOS  ,5.0,73.16,365.8,200341,PURC,2020-07-27,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,1601.45,07283601                 ,2020-07-27,2020-08-26,CR Win Supply Of Houston                                    ,P,2020-07-23,4.0
PURC,200463,FLEXMSTER1MR610,NOS  ,5.0,85.36,426.8,200341,PURC,2020-07-27,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,1601.45,07283601                 ,2020-07-27,2020-08-26,CR Win Supply Of Houston                                    ,P,2020-07-23,4.0
PURC,200463,FLEXMSTER1MR612,NOS  ,5.0,101.08,505.4,200341,PURC,2020-07-27,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,1601.45,07283601                 ,2020-07-27,2020-08-26,CR Win Supply Of Houston                                    ,P,2020-07-23,4.0
PURC,200464,CADSFIBEREINSEA,NOS  ,180.0,7.89,1420.2,200347,PURC,2020-07-24,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,1420.2,5611955                  ,2020-07-24,2020-09-22,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-07-23,1.0
PURC,200465,CONDUTE0000012 ,FEET ,3000.0,0.39,1170.0,200343,PURC,2020-07-23,COMMERCIAL,CR00199,Purchase Duct - Commercial                                  ,1170.0,045230                   ,2020-07-23,2020-08-22,CR City Electric Supply Houston                             ,P,2020-07-23,0.0
PURC,200466,CONICWDFLATAP16,NOS  ,50.0,24.11,1205.5,200327,PURC,2020-07-29,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,1205.5,07232004                 ,2020-07-29,2020-08-28,CR Win Supply Of Houston                                    ,P,2020-07-15,14.0
PURC,200467,PRESSONTAPND16 ,NOS  ,50.0,3.52,176.0,200327,PURC,2020-07-27,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,990.08,07232003                 ,2020-07-27,2020-08-26,CR Win Supply Of Houston                                    ,P,2020-07-15,12.0
PURC,200501,BEARING0DHK708 ,NOS  ,10000.0,0.08,800.0,200371,PURC,2020-08-20,RESIDENTIAL,CR00040,Purchase Dusting - Residential                              ,3700.0,098953                   ,2020-08-14,2020-09-13,"CR Cain Manufacturing Co.,Inc.                              ",P,2020-08-14,6.0
PURC,200501,DAMPERTPDHK102 ,NOS  ,10000.0,0.05,500.0,200371,PURC,2020-08-20,RESIDENTIAL,CR00040,Purchase Dusting - Residential                              ,3700.0,098953                   ,2020-08-14,2020-09-13,"CR Cain Manufacturing Co.,Inc.                              ",P,2020-08-14,6.0
PURC,200501,HANDLE00DHK705 ,NOS  ,10000.0,0.04,400.0,200371,PURC,2020-08-20,RESIDENTIAL,CR00040,Purchase Dusting - Residential                              ,3700.0,098953                   ,2020-08-14,2020-09-13,"CR Cain Manufacturing Co.,Inc.                              ",P,2020-08-14,6.0
PURC,200501,WINGNUT0DHK706 ,NOS  ,10000.0,0.2,2000.0,200371,PURC,2020-08-20,RESIDENTIAL,CR00040,Purchase Dusting - Residential                              ,3700.0,098953                   ,2020-08-14,2020-09-13,"CR Cain Manufacturing Co.,Inc.                              ",P,2020-08-14,6.0
PURC,200488,GIDUCTD6010008 ,FEET ,300.0,1.27294,381.88199999999995,200375,PURC,2020-08-21,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,381.88199999999995,5617760                  ,2020-08-21,2020-09-20,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-08-21,0.0
PURC,200493,GICOIL00000028 ,LBS  ,8087.0,0.5045,4079.8920000000003,200058,PURC,2020-09-01,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,22653.661,027965                   ,2020-09-01,2020-10-31,CR Sumit Global                                             ,P,2020-01-29,216.0
PURC,200493,GICOIL00000028 ,LBS  ,8267.0,0.5045,4170.702,200058,PURC,2020-09-01,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,22653.661,027965                   ,2020-09-01,2020-10-31,CR Sumit Global                                             ,P,2020-01-29,216.0
PURC,200493,GICOIL00000028 ,LBS  ,8386.0,0.5045,4230.737,200058,PURC,2020-09-01,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,22653.661,027965                   ,2020-09-01,2020-10-31,CR Sumit Global                                             ,P,2020-01-29,216.0
PURC,200493,GICOIL00000030 ,LBS  ,9841.0,0.5195,5112.4,200058,PURC,2020-09-01,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,22653.661,027965                   ,2020-09-01,2020-10-31,CR Sumit Global                                             ,P,2020-01-29,216.0
PURC,200493,GICOIL00000030 ,LBS  ,9740.0,0.5195,5059.93,200058,PURC,2020-09-01,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,22653.661,027965                   ,2020-09-01,2020-10-31,CR Sumit Global                                             ,P,2020-01-29,216.0
PURC,200494,GISLIT53940022 ,LBS  ,5610.0,0.4425,2482.425,200366,PURC,2020-08-25,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,6619.8,112286                   ,2020-08-25,2020-10-09,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-08-13,12.0
PURC,200494,GISLIT53940022 ,LBS  ,5610.0,0.4425,2482.425,200366,PURC,2020-08-25,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,6619.8,112286                   ,2020-08-25,2020-10-09,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-08-13,12.0
PURC,200494,GISLIT53940022 ,LBS  ,3740.0,0.4425,1654.95,200366,PURC,2020-08-25,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,6619.8,112286                   ,2020-08-25,2020-10-09,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-08-13,12.0
PURC,200495,GICOIL00000022 ,LBS  ,9410.0,0.45,4234.5,200293,PURC,2020-08-24,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,8379.0,112277                   ,2020-08-24,2020-10-08,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-06-22,63.0
PURC,200495,GICOIL00000022 ,LBS  ,9210.0,0.45,4144.5,200293,PURC,2020-08-24,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,8379.0,112277                   ,2020-08-24,2020-10-08,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-06-22,63.0
PURC,200496,GICOIL00000024 ,LBS  ,9780.0,0.42,4107.6,200373,PURC,2020-08-24,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,4544.4,112276                   ,2020-08-24,2020-10-08,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-08-21,3.0
PURC,200496,GICOIL00000024 ,LBS  ,1040.0,0.42,436.8,200373,PURC,2020-08-24,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,4544.4,112276                   ,2020-08-24,2020-10-08,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-08-21,3.0
PURC,200497,GISLIT53940024 ,LBS  ,5394.0,0.48,2589.12,200270,PURC,2020-08-24,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,4315.2,112278                   ,2020-08-24,2020-10-08,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-06-12,73.0
PURC,200497,GISLIT53940024 ,LBS  ,3596.0,0.48,1726.08,200270,PURC,2020-08-24,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,4315.2,112278                   ,2020-08-24,2020-10-08,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-06-12,73.0
PURC,200498,BLACKIRONANGLE ,NOS  ,50.0,14.8,740.0,200372,PURC,2020-08-17,COMMERCIAL,CR00290,Purchase Duct - Commercial                                  ,740.0,425370                   ,2020-09-16,2020-10-16,CR Texas Iron & Metal                                       ,P,2020-08-17,0.0
PURC,200483,GIDUCTD3610016 ,FEET ,78.0,3.40392,265.506,200363,PURC,2020-08-10,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,265.506,5615127                  ,2020-08-10,2020-09-09,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-08-05,5.0
PURC,200484,GIDUCTD3610016 ,FEET ,12.0,3.40392,40.847,200363,PURC,2020-08-14,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,40.847,5616171                  ,2020-08-14,2020-09-13,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-08-05,9.0
PURC,200485,CADSFIBEREINSEA,NOS  ,180.0,7.89,1420.2,200367,PURC,2020-08-14,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,2680.2,5616164                  ,2020-08-14,2020-10-13,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-08-13,1.0
PURC,200485,DUCTSEALER1GAL ,BOX  ,180.0,7.0,1260.0,200367,PURC,2020-08-14,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,2680.2,5616164                  ,2020-08-14,2020-10-13,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-08-13,1.0
PURC,200486,GICOIL00000020 ,LBS  ,9400.0,0.465,4371.0,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GICOIL00000020 ,LBS  ,10550.0,0.465,4905.75,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GICOIL00000026 ,LBS  ,8500.0,0.54,4590.0,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GICOIL00000026 ,LBS  ,9060.0,0.54,4892.4,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GICOIL00000026 ,LBS  ,9060.0,0.54,4892.4,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GICOIL00000026 ,LBS  ,8640.0,0.54,4665.6,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GICOIL00000026 ,LBS  ,8640.0,0.54,4665.6,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GICOIL00000026 ,LBS  ,8780.0,0.54,4741.2,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GICOIL00000026 ,LBS  ,8600.0,0.54,4644.0,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,5152.0,0.58,2988.16,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,5152.0,0.58,2988.16,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,5152.0,0.58,2988.16,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,6072.0,0.58,3521.76,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,6072.0,0.58,3521.76,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,6072.0,0.58,3521.76,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,4048.0,0.58,2347.84,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,5301.0,0.58,3074.58,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200486,GISLIT53940026 ,LBS  ,5370.0,0.58,3114.6,200057,PURC,2020-08-06,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,75565.41,112199                   ,2020-08-05,2020-09-19,CR COMMERCIAL STEEL PRODUCT                                 ,P,2020-01-29,190.0
PURC,200022,GICOIL00000024 ,LBS  ,7573.0,0.5575,4221.948,190042,PURC,2020-01-07,COMMERCIAL,CR00270,Purchase Duct - Commercial                                  ,22435.526,024314                   ,2020-01-07,2020-03-07,CR Sumit Global                                             ,P,2019-01-21,351.0
PURC,200022,GICOIL00000026 ,LBS  ,7804.0,0.5851,4566.12,190042,PURC,2020-01-07,COMMERCIAL,CR00270,Purchase Duct - Commercial                                  ,22435.526,024314                   ,2020-01-07,2020-03-07,CR Sumit Global                                             ,P,2019-01-21,351.0
PURC,200022,GICOIL00000026 ,LBS  ,7959.0,0.5851,4656.811,190042,PURC,2020-01-07,COMMERCIAL,CR00270,Purchase Duct - Commercial                                  ,22435.526,024314                   ,2020-01-07,2020-03-07,CR Sumit Global                                             ,P,2019-01-21,351.0
PURC,200022,GICOIL00000026 ,LBS  ,7595.0,0.5851,4443.835,190042,PURC,2020-01-07,COMMERCIAL,CR00270,Purchase Duct - Commercial                                  ,22435.526,024314                   ,2020-01-07,2020-03-07,CR Sumit Global                                             ,P,2019-01-21,351.0
PURC,200022,GICOIL00000026 ,LBS  ,7771.0,0.5851,4546.812,190042,PURC,2020-01-07,COMMERCIAL,CR00270,Purchase Duct - Commercial                                  ,22435.526,024314                   ,2020-01-07,2020-03-07,CR Sumit Global                                             ,P,2019-01-21,351.0
PURC,200480,INSUL000011259 ,ROLL ,20.0,138.38,2767.6,200356,PURC,2020-08-05,RESIDENTIAL,CR00136,Purchase Dusting - Residential                              ,2767.6,3639692                  ,2020-08-05,2020-09-04,"CR Solar Supply, Inc                                        ",P,2020-08-03,2.0
PURC,200070,GLUEWATERBASE1 ,NOS  ,1.0,569.95,569.95,200042,PURC,2020-02-03,RESIDENTIAL,CR00136,Purchase Dusting - Residential                              ,569.95,0663671                  ,2020-02-03,2020-03-04,"CR Solar Supply, Inc                                        ",P,2020-01-22,12.0
PURC,200071,NASHULTAPE5572 ,BOX  ,27.0,255.84,6907.68,200047,PURC,2020-02-03,COMMERCIAL,CR00050,Purchase Duct - Commercial                                  ,6907.68,5579901                  ,2020-02-03,2020-04-03,CR Coastal HVAC Supply ( Vendor )                           ,P,2020-01-24,10.0
PURC,200072,ALUMINSHEET024 ,NOS  ,50.0,36.85,1842.5,200053,PURC,2020-01-30,COMMERCIAL,CR00178,Purchase Duct - Commercial                                  ,1842.5,0109350                  ,2020-01-30,2020-02-29,CR CL ALLOYS                                                ,P,2020-01-28,2.0
PURC,200002,INSUL000011235 ,ROLL ,20.0,82.55,1651.0,190497,PURC,2020-01-03,RESIDENTIAL,CR00136,Purchase Dusting - Residential                              ,4275.34,3631813                  ,2020-01-02,2020-02-01,"CR Solar Supply, Inc                                        ",P,2019-11-13,51.0
PURC,200002,INSUL000011247 ,ROLL ,20.0,110.46,2209.2,190497,PURC,2020-01-03,RESIDENTIAL,CR00136,Purchase Dusting - Residential                              ,4275.34,3631813                  ,2020-01-02,2020-02-01,"CR Solar Supply, Inc                                        ",P,2019-11-13,51.0
PURC,200002,INSUL000011259 ,ROLL ,3.0,138.38,415.14,190497,PURC,2020-01-03,RESIDENTIAL,CR00136,Purchase Dusting - Residential                              ,4275.34,3631813                  ,2020-01-02,2020-02-01,"CR Solar Supply, Inc                                        ",P,2019-11-13,51.0
PURC,200003,INSUL000011259 ,ROLL ,17.0,138.38,2352.46,190527,PURC,2020-01-02,RESIDENTIAL,CR00136,Purchase Dusting - Residential                              ,2352.46,3631816                  ,2020-01-02,2020-02-01,"CR Solar Supply, Inc                                        ",P,2019-12-06,27.0
PURC,200004,GASKETFIRERATE ,NOS  ,40.0,18.0,720.0,190556,PURC,2020-01-03,COMMERCIAL,CR00372,Purchase Duct - Commercial                                  ,720.0,0247748                  ,2020-01-03,2020-01-03,CR CTG Gasket                                               ,P,2019-12-30,4.0
PURC,200006,023CARBONSPOOL ,NOS  ,1.0,75.33,75.33,200007,PURC,2020-01-02,COMMERCIAL,CR00020,Purchase Duct - Commercial                                  ,75.33,6691762                  ,2020-01-02,2020-02-01,"CR Airgas USA, LLC.                                         ",P,2020-01-02,0.0
PURC,200010,FLEXMASTERM316 ,BOX  ,2.0,187.68,375.36,200008,PURC,2020-01-06,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,1140.56,05977502                 ,2020-01-06,2020-02-05,CR Win Supply Of Houston                                    ,P,2020-01-02,4.0
PURC,200010,FLEXMASTERM308 ,NOS  ,8.0,95.65,765.2,200008,PURC,2020-01-06,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,1140.56,05977502                 ,2020-01-06,2020-02-05,CR Win Supply Of Houston                                    ,P,2020-01-02,4.0
PURC,200015,GISLIT53940024 ,LBS  ,5571.0,0.5057,2817.255,190502,PURC,2020-01-08,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,12693.3,111497                   ,2020-01-08,2020-02-07,CR COMMERCIAL STEEL PRODUCT                                 ,P,2019-11-19,50.0
PURC,200015,GISLIT53940026 ,LBS  ,5697.0,0.535,3047.895,190502,PURC,2020-01-08,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,12693.3,111497                   ,2020-01-08,2020-02-07,CR COMMERCIAL STEEL PRODUCT                                 ,P,2019-11-19,50.0
PURC,200015,GISLIT53940024 ,LBS  ,5571.0,0.5057,2817.255,190502,PURC,2020-01-08,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,12693.3,111497                   ,2020-01-08,2020-02-07,CR COMMERCIAL STEEL PRODUCT                                 ,P,2019-11-19,50.0
PURC,200015,GISLIT53940026 ,LBS  ,5697.0,0.535,3047.895,190502,PURC,2020-01-08,COMMERCIAL,CR00343,Purchase Duct - Commercial                                  ,12693.3,111497                   ,2020-01-08,2020-02-07,CR COMMERCIAL STEEL PRODUCT                                 ,P,2019-11-19,50.0
PURC,200084,FLEXDUCTR60010 ,NOS  ,10.0,33.12,331.2,200068,PURC,2020-02-07,COMMERCIAL,CR00136,Purchase Duct - Commercial                                  ,660.88,3632887                  ,2020-02-07,2020-03-08,"CR Solar Supply, Inc                                        ",P,2020-02-07,0.0
PURC,200018,ADAPTERAD58430 ,NOS  ,3.0,53.14,159.42,190524,PURC,2020-01-06,COMMERCIAL,CR00172,Purchase Duct - Commercial                                  ,175.24,1190793                  ,2020-01-06,2020-01-06,CR T. J. SNOW CO.                                           ,P,2019-12-04,33.0
PURC,200019,STRETCHFILM001 ,BOX  ,5.0,31.9,159.5,200006,PURC,2020-01-03,RESIDENTIAL,CR00280,Purchase Dusting - Residential                              ,159.5,2329                     ,2020-01-03,2020-02-02,CR PERFORMANCE PACKAGING                                    ,P,2020-01-02,1.0
PURC,200020,INSUL000011259 ,ROLL ,8.0,123.14,985.12,200010,PURC,2020-01-09,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,1920.56,05987201                 ,2020-01-09,2020-02-08,CR Win Supply Of Houston                                    ,P,2020-01-03,6.0
PURC,200020,INSULATION1556 ,ROLL ,8.0,116.93,935.44,200010,PURC,2020-01-09,COMMERCIAL,CR00272,Purchase Duct - Commercial                                  ,1920.56,05987201                 ,2020-01-09,2020-02-08,CR Win Supply Of Houston                                    ,P,2020-01-03,6.0
PURC,200026,GICOIL00000028 ,LBS  ,8675.0,0.49,4250.75,190269,PURC,2020-01-10,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,22453.642999999996,024378                   ,2020-01-10,2020-03-10,CR Sumit Global                                             ,P,2019-07-25,169.0
PURC,200026,GICOIL00000030 ,LBS  ,9006.0,0.5175,4660.605,190269,PURC,2020-01-10,RESIDENTIAL,CR00270,Purchase Dusting - Residential                              ,22453.642999999996,024378                   ,2020-01-10,2020-03-10,CR Sumit Global                                             ,P,2019-07-25,169.0
